Date,Station,Zone,TidalAmp_norm,Temp_C,SpCond_uS,Turbidity_ntu,NO3N_ppm,NH4N_ppm,PO4P_ppm,Si_ppm,Chla_ugL,Bacillariophyta,Chlorophyta,Cryptophyta,Phyto_biovolume,Cladocera,Copepoda,Zoop_biomass
2012-08-13,34,HE,0.926630441,22.395,125.5,6.8,0.120866155,0.10867476,0.042621102,7.487701128,0.855988032,0.744561876,0.002299161,0.036015289,0.782884808,0.031103826,3.825031585,3.923395881
2012-08-13,44,HE,0.927210361,22.52,138,11.5,0.101861395,0.06772176,0.042621102,7.387658627,1.932876202,0.112145715,0.003919841,0.008679648,0.125696032,0.032895789,7.637839296,7.969045636
2012-08-13,56,HE,0.944499377,23.52,285.3333333,15.5,0.147721392,0.01048656,0.056625958,7.487701128,2.629138513,0.185320474,0.015638638,0.220763405,0.421722518,0.071466685,15.49265948,15.57464034
2012-08-13,62,LE,0.946097727,24.325,519.5,25.5,0.135536673,0.00861084,0.07682385,7.628193549,5.121839694,1.184465282,0.516881426,0.604551468,2.305898176,4.980038655,37.8452515,42.82529016
2012-08-13,66,LE,0.947705,24.85,774,21.9,0.018779894,0.01048656,0.083031134,7.6885592,7.388666352,0.010011232,0.117499232,1.126642283,1.401602764,11.87403532,76.18515643,88.05919175
2012-08-13,70,NE,0.949319236,25.895,961,13.6,0.002396915,0.00578736,0.084582406,7.628193549,7.142469944,0.099614897,0.140829398,1.077250687,1.317694981,13.17950129,170.3337322,183.5417399
2012-08-13,74,NE,0.950290884,25.91,1008.5,9.7,0.001087683,0.007671,0.084582406,7.527790282,4.671770673,0.125127991,0.124464485,0.207434249,0.457026725,1.121436427,111.1686387,112.7148749
2012-08-13,76,NE,0.951264606,26.675,947,7.6,-2.00E-05,0.00672984,0.081479642,7.507740551,6.85003865,0.049180052,0.00966375,0.013365639,0.072209441,2.526730722,84.74381973,89.15552377
2012-08-13,84,NE,0.952565774,26.96666667,962,6.2,-2.00E-05,0.00672984,0.051959646,7.849987805,5.220935518,0.065022061,0.767595683,0.009865781,0.846730227,20.2277132,86.16849137,107.2003744
2012-09-11,16,HE,0.916702924,20.285,192,5.6,0.165850125,0.14103088,0.054585244,8.134075234,1.076888169,0.215748535,0.00271189,0.059531515,0.281766302,0.047359376,5.34202891,5.39082632
2012-09-11,34,HE,0.917457107,20.2475,202.5,7.3,0.14718587,0.132476406,0.06136048,8.093367624,1.099275652,0.186887775,0.006854122,0.014101348,0.208167225,0.072538334,8.318150846,8.420456717
2012-09-11,44,HE,0.918121116,20.03666667,223,9.9,0.134748859,0.109176961,0.062283263,8.032383517,1.353013341,0.8178371,0.001499939,0.059085602,0.886302235,0.130767993,9.101546829,9.268399101
2012-09-11,56,HE,0.877766871,20.735,264.5,14.1,0.164340599,0.061356185,0.062283263,7.769191042,1.844121682,1.021779452,0,0.191530895,1.213428158,0.103801693,8.954331036,9.205986532
2012-09-11,62,LE,0.87888845,21.345,436,32.4,0.1380208,0.015464625,0.073048545,7.54785032,3.635648093,0.215240843,0.002079916,0.002560896,0.219881654,0.457604072,27.17670213,27.66867282
2012-09-11,66,LE,0.879807487,21.455,630.5,35.1,0.077648131,0.01231843,0.08533466,7.648305125,11.79679315,0.548599063,0.167221072,1.055608074,1.77142821,1.071944157,12.96271389,14.03465804
2012-09-11,70,NE,0.880713497,22.48,878,24.9,0.033929843,0.013304458,0.091470892,7.567920666,5.401209094,0.237328879,0.016799318,0.624374664,0.878502861,3.052116099,36.45096453,39.54688317
2012-09-11,74,NE,0.881499805,23.38666667,993.3333333,16.8,0.005641258,0.011825506,0.093004239,7.527790282,5.746829511,2.22E-05,0.136525739,0.357685486,0.494233425,4.950828807,10.18363926,15.13446807
2012-09-11,76,NE,0.882135721,24.4,1042.5,11,0.005053197,0.01231843,0.09703504,7.789374771,5.855889273,0.100657141,0.028597627,0.169062231,0.298442115,4.232752263,19.74432068,23.97820964
2012-09-11,84,NE,0.882833291,24.44,982.5,4.6,0.003302905,0.008376102,0.082264838,7.971492178,4.785947569,0.054079505,0.063666455,0.05765806,0.177661848,1.587325286,12.90281615,14.62119338
2012-10-09,16,HE,0.864148782,18.835,223.75,13.1,0.191934499,0.066333559,0.031628811,5.365244467,21.56639969,15.1801131,0,0,15.1801131,0.046953637,1.656946736,1.703900373
2012-10-09,34,HE,0.864587322,18.52,150,15.4,0.145645142,0.110408932,0.031628811,5.630958599,15.30518688,13.92036952,0.006796966,0.010010077,13.93717656,0.344072376,7.886571635,8.230766412
2012-10-09,44,HE,0.86496417,18.285,150,16.4,0.118435208,0.12436537,0.031628811,5.440923507,20.87070938,43.19067388,0,0.01108755,43.23123023,0,4.575445114,4.576441507
2012-10-09,56,HE,0.84637789,18.36666667,185.6666667,26.4,0.057971,0.05510079,0.029040635,3.749978641,32.797,40.34630377,0,0.002199911,40.34850368,0,3.347808328,3.347808328
2012-10-09,62,LE,0.847162392,19.47,387,29.4,0.049671792,0.005280711,0.050474451,5.669089309,12.17458047,14.26375163,0,0.000570159,14.26432179,0,38.56754017,38.57870353
2012-10-09,66,LE,0.84794332,19.48,583,34.9,0.090669264,0.019634273,0.085691533,7.54785032,2.783301586,0.305007247,0.011686482,0.254297855,0.571140381,0.23440647,13.4100977,13.64513391
2012-10-09,70,NE,0.848822155,20.72,833,33,0.044962316,0.024121252,0.096616153,7.648305125,4.018391664,1.151365303,0.044884333,1.470224649,2.666474284,4.342773656,23.96020559,28.30297925
2012-10-09,74,NE,0.849551177,21.09,923,23,0.02866775,0.025018733,0.098175941,7.668427009,4.637935418,0.060098502,0,0.01928023,0.091958061,4.337933471,28.50347014,32.84140362
2012-10-09,76,NE,0.850186256,21.86,979,15.7,0.03261656,0.020531612,0.098175941,7.910693607,4.96921652,0.176255391,0.031410625,1.730583643,1.938249659,3.663321386,11.13783557,14.80199122
2012-10-09,84,NE,0.850797483,22.145,979,10.2,0.014366938,0.0115595,0.088814466,8.012076096,6.522096682,0.039311556,0.065989124,0.153881756,0.259182437,2.307287974,19.19678238,21.50990902
2012-12-06,16,HE,1.00385222,13.2149992,144,86.1,0.63549985,0.121876667,0.04977853,7.527790282,0.448190406,0.166995476,0,0,0.166995476,0.169669837,0.411362289,0.792513909
2012-12-06,34,HE,1.004280828,13.25499964,160,146,0.623459066,0.13072447,0.060914367,7.54785032,0.586647814,0.969376492,0,0,0.969376492,0.212591282,0.404485922,0.723264465
2012-12-06,44,HE,1.004691562,13.16499949,160,188,0.596520104,0.149412315,0.060914367,7.769191042,0.530878801,0.316026323,0,0,0.316026323,0,0.180423987,0.248692895
2012-12-06,56,HE,0.991693322,13.55499983,217.5,120,0.688669663,0.118436612,0.091071891,7.049441645,0.2,1.70488797,0,0.011181626,1.716069596,0.102290141,0.95428422,1.64410371
2012-12-06,62,LE,0.991726278,14.01499987,376,30.7,0.464283056,0.035511637,0.083145382,6.93078217,0.94761866,0.300604043,0.007839682,0.009880239,0.318323964,0.132851656,10.86263745,11.00909025
2012-12-06,66,LE,0.99175872,14.08999968,591.5,50.7,0.325067674,0.015920373,0.09740812,6.75348872,1.254201168,0.659098552,0,0.025230336,0.695453582,0,6.058901074,6.060094326
2012-12-06,70,NE,0.991790297,14.2949996,811.5,29.5,0.245571163,0.018858185,0.105322183,6.792815111,1.709429739,0.188479529,0.001612735,0.248361122,0.438453385,0,22.65518761,22.70784534
2012-12-06,74,NE,0.991820851,14.41499949,921.5,15.8,0.206020963,0.052665285,0.106904165,6.911041667,1.826541666,0.123641501,0.000158338,0.201710535,0.325510373,0,35.49598732,35.50410164
2012-12-06,76,NE,0.99184437,14.54999971,1011.5,12.4,0.195573499,0.054136083,0.108485871,6.871591585,2.695799962,0.179809123,0.000265989,0.419527976,0.599603088,0,49.59619117,49.69270145
2012-12-06,84,NE,0.991861381,14.60499954,1036,6.3,0.172219507,0.035511637,0.084731237,7.467672013,5.043754767,0.099597046,0.027891906,0.26143276,0.471804244,1.076753837,37.19460406,38.31403231
2013-01-24,16,HE,0.979182524,7.674999714,222,13.5,0.37053804,0.201562848,0.057881632,8.894602945,0.929037902,0.43274599,0.0320307,0.019316976,0.487456249,0,0.586256985,0.719521407
2013-01-24,34,HE,0.979632836,7.869999886,233,14.6,0.364290632,0.176036,0.056281598,8.70831096,0.859360059,0.191367685,0.0172473,0.014904355,0.229325185,0.743954781,1.071763971,1.916967372
2013-01-24,44,HE,0.980024546,7.919999838,259,16,0.415563934,0.18455739,0.064278128,8.522853891,0.987102771,0.133678897,0.010389916,0.015416734,0.159485547,0,1.252405549,1.631622944
2013-01-24,56,HE,0.985238835,7.75,331,28.9,0.476623413,0.151681884,0.081838462,8.012076096,0.984780176,0.14829885,0.026018784,0.011611689,0.185929323,2.35242529,0.526974234,2.919616243
2013-01-24,62,LE,0.985561958,7.539999723,510,58.9,0.414140954,0.049338361,0.099354752,7.628193549,1.627232654,0.275395878,0.006450938,0.003628653,0.285475469,0,1.193394647,1.199825521
2013-01-24,66,LE,0.985962304,7.784999847,718,65.7,0.348763919,0.01877668,0.119999038,7.54785032,1.517428573,0.650555417,0,0.013103468,0.663658885,0.050161058,3.779959834,3.830120893
2013-01-24,70,NE,0.986359306,8.06499958,882,39,0.303630618,0.030145922,0.125546559,7.708701699,1.370330905,0.178636994,0.015737168,0.344756333,0.539130495,0,6.241079354,6.241079354
2013-01-24,74,NE,0.986595879,8.294999599,991.5,17.5,0.283310653,0.03101961,0.12633875,7.829773153,1.244910789,0.093007876,0.000339691,0.287123323,0.380470891,0.051217723,15.11132234,15.19431783
2013-01-24,76,NE,0.986909458,8.669999123,1084,13.7,0.314385818,0.03101961,0.114446967,7.971492178,1.189168514,0.208128286,0.011923389,0.25433368,0.474385354,0.211283598,17.87169741,18.83214273
2013-01-24,84,NE,0.987221097,8.849999428,1090,11.1,0.34910676,0.036259128,0.09935457,8.1544445,0.870973033,0.088314737,0.004396949,0.082441721,0.175153407,0.139696279,12.5347452,12.67478694
2013-02-20,16,HE,0.881275741,10.43999958,220,9.1,0.28198456,0.19839099,0.05035649,8.461220405,1.040165355,0.11186754,0.005375782,0.056642822,0.173886143,0.59869018,0.575594897,1.17675164
2013-02-20,34,HE,0.881250632,10.70999908,229,8.7,0.255089528,0.222171221,0.052020192,8.420182952,0.955827623,0.160731289,0.008362327,0.01815521,0.187248826,0.915978267,0.792262085,1.724907795
2013-02-20,44,HE,0.881229114,10.58499956,227.5,11.2,0.263569318,0.225300936,0.052020192,8.297317976,0.843377315,0.151777915,0.003991518,0.034792508,0.190561941,0.351451765,0.391621463,0.755027996
2013-02-20,56,HE,0.871130013,10.61999989,354,21.5,0.372623953,0.15318457,0.06696976,7.567920666,0.952723962,0.190916129,0.013009392,0.034221331,0.238146852,0.015091001,0.299802298,0.33158827
2013-02-20,62,LE,0.871656663,10.31499958,482,43.8,0.466491856,0.04528736,0.090139668,8.012076096,0.993936635,0.223053934,0.004183645,0.019316976,0.246554555,0.174341116,3.464034034,3.63837515
2013-02-20,66,LE,0.872103185,9.964999199,689,54.2,0.41595619,0.02297384,0.110739602,7.829773153,1.521711884,0.320586223,0.026018784,0.056660741,0.403265748,0.013990899,3.066316089,3.080306988
2013-02-20,70,NE,0.872618127,10.13333321,892.3333333,35.3,0.337785028,0.014827214,0.121419077,7.588001319,1.414065914,0.233024969,0.026670598,0.066516341,0.326211908,0.055216558,3.199049416,3.254265974
2013-02-20,74,NE,0.873050881,10.25499964,1025,23,0.31639455,0.0192685,0.121419077,7.890448032,1.548176439,0.075290073,0.021771917,0.101469003,0.198530992,0.188562112,16.26473991,16.45330202
2013-02-20,76,NE,0.873377586,10.35499954,1150.5,15.7,0.31201279,0.028910454,0.108272023,8.093367624,2.755032561,0.187247673,0.261621384,0.373059102,0.821928158,0.365006696,36.77837807,39.54904643
2013-02-20,84,NE,0.873706103,10.44999981,1168,8.1,0.318420515,0.016307022,0.088488105,8.236024641,4.89134595,0.219105284,0.145976743,1.013381545,1.42684561,0.871509226,22.35126516,23.23930197
2013-03-27,16,HE,1.038275977,14.35999966,214,18.7,0.31126106,0.217591808,0.05329176,7.588001319,4.682478435,1.67993085,0,0.001007959,1.680938809,0.323040265,3.186321994,3.509362259
2013-03-27,34,HE,1.038639903,14.25333309,205,12.8,0.289726786,0.241774541,0.054066134,7.849987805,2.108443287,1.017905284,0,0.009639333,1.029514192,0.056155631,1.158195492,1.272472958
2013-03-27,44,HE,1.039002934,14.23666636,235,17.9,0.305631346,0.20889854,0.058903162,7.708701699,1.733608925,0.848931953,4.52E-05,0.044457716,0.901955523,0.134089972,1.677571412,1.811661384
2013-03-27,56,HE,1.023687975,14.69499969,405.5,15.2,0.36564553,0.073569038,0.07336344,7.118832325,2.295860468,1.150545003,0,0.032865333,1.183410337,0.145076825,14.19132867,14.3364055
2013-03-27,62,LE,1.023601704,14.56999969,619.5,20.8,0.35850686,0.01078209,0.08934104,7.267947777,3.514072145,0.349866914,0,0.083888744,0.433755658,0.788588699,30.37356541,31.1621541
2013-03-27,66,LE,1.023518721,14.26499987,835.5,19.1,0.291594358,0.01267949,0.086946058,7.387658627,2.904966306,0.364630478,0.000632445,0.009723841,0.374986763,0.079935728,55.8214724,55.90140812
2013-03-27,70,NE,1.023438445,14.15499926,1048,8.3,0.21854546,0.01647527,0.0925248,7.648305125,2.869825585,0.065765064,1.88E-05,0.189874295,0.255658209,0,78.66737469,78.66737469
2013-03-27,74,NE,1.023380149,14.15499973,1101,5.5,0.178500897,0.019322965,0.086153046,7.60809228,4.010256282,0.134843529,0,0.290980193,0.425823721,0,154.9432309,154.9432309
2013-03-27,76,NE,1.02332352,14.58499956,1138,4.6,0.133551938,0.01078209,0.074965434,7.628193549,9.223589449,0.117633892,0.004135217,0.25569424,0.383356033,0.41909449,224.0417619,224.4608564
2013-03-27,84,NE,1.023268584,15.53999964,1147,6.3,0.003972966,0.007936604,0.036257926,7.507740551,25.77093887,0.402875744,0.127002846,5.558082463,6.087961053,7.257976643,80.69874664,87.95672328
2013-05-01,16,HE,1.038636109,17.89666635,1226,56.4,0.469520226,0.063376189,0.062880144,7.069254301,3.466069505,1.72995867,0,0.000887004,1.730845674,0.024070481,12.04342936,12.06749984
2013-05-01,34,HE,1.037450593,18.77999765,230.3333333,19.1,0.464305294,0.244420647,0.077102034,7.6885592,3.817957614,1.703768324,0,0,1.703768324,0.400373268,61.64116002,62.04153329
2013-05-01,44,HE,1.036573642,19.40666481,191,19.8,0.376699827,0.299965103,0.07394265,7.74901762,1.311989071,1.444394933,0,0.003999838,1.449114742,0.105999741,8.970476403,9.076476144
2013-05-01,56,HE,1.077242023,18.75,254,46.1,0.484895326,0.182155933,0.092100857,7.849987805,2.637861624,0.21025732,0,0,0.21025732,0.645452002,25.34116921,25.98662121
2013-05-01,62,LE,1.0755563,18.49999746,463,32.8,0.422594685,0.051300245,0.094468064,7.507740551,1.126472589,0.445391899,0,0.009479295,0.454871194,0.25443381,20.8914637,21.14589751
2013-05-01,66,LE,1.073026283,18.02666558,736,38.7,0.252995942,0.021838075,0.094468064,6.95053298,3.701267079,0.011903997,0,0,0.011903997,0,43.4119602,43.4119602
2013-05-01,70,NE,1.071340628,18.61499998,1009.5,22.5,0.153962084,0.02458425,0.08973365,7.267947777,4.361058167,0.53503707,0.000513447,0.033710632,1.104811667,4.968108823,80.41824018,85.38634901
2013-05-01,74,NE,1.070077639,18.5349973,1114.5,19,0.090040535,0.035601853,0.077102034,7.567920666,5.342698566,0.137559959,0.023503774,0.149432482,0.316095987,17.37044543,22.04076523,39.41121066
2013-05-01,76,NE,1.068396308,18.53999668,1148.5,14,0.102785287,0.035601853,0.08184,7.467672013,5.208134365,0.035683981,0.008552097,0.019926231,0.06416231,24.60573627,1.230177567,25.83591384
2013-05-01,84,NE,1.067137945,18.42499627,1197,9.2,0.081283084,0.051300245,0.08973365,7.527790282,1.737986281,0.047726958,0.085868468,0.146384648,0.279980074,32.17737648,13.96440341,46.14177989
2013-05-31,16,HE,0.989308856,19.13999769,259,34.5,0.460256455,0.103070145,0.08519381,8.510459768,2.655256817,1.390430562,0.002239909,0.036862504,1.429532975,0,22.45808748,22.45808748
2013-05-31,34,HE,0.988781486,19.79599847,166,13.6,0.313511483,0.240398026,0.063848836,8.8599392,1.185435791,1.425183741,0.001511939,0.0443502,1.472389826,0.093229131,13.45911218,13.55234131
2013-05-31,44,HE,0.988362017,19.90333275,170,14.5,0.289951729,0.292644729,0.06080259,8.8599392,1.124562061,1.507645212,2.26E-05,0.05570374,1.563371572,0.643843187,24.98236771,25.6262109
2013-05-31,56,HE,1.018347772,19.7524982,185,29.3,0.357068129,0.187779544,0.069943604,8.898784728,1.541066528,0.281762339,0.0034405,0.002723729,0.292182396,0.562156818,17.76952181,18.33167863
2013-05-31,62,LE,1.018347235,20.0366663,392,46,0.482239721,0.027742713,0.09740764,8.56869005,2.951817968,1.289313222,0,0.004192052,1.293505274,0.071171853,36.87548521,36.94665706
2013-05-31,66,LE,1.018327344,19.92999748,659.3333333,66.6,0.366215349,0.014479066,0.10351911,8.297004482,4.31278077,1.753282064,0,0.023048665,1.776330729,0.086626504,31.4868387,31.57346521
2013-05-31,70,NE,1.018282122,20.51749971,966,47,0.166339111,0.017553306,0.09740764,7.909128402,3.954148681,0.207840241,0.008063673,0.003727209,0.225078582,1.006597064,52.83267311,53.83927017
2013-05-31,74,NE,1.018255434,20.8100001,1073.25,35.1,0.079129764,0.02090164,0.089772573,7.812204632,5.87374993,0.216293064,0.015088097,0.02012185,0.251503011,0.671499109,186.8099453,187.4814444
2013-05-31,76,NE,1.018209147,21.34999734,1150.666667,18.1,0.004776079,0.011433514,0.08519381,8.044852088,10.48137041,0.29426516,0.104574656,0.093135421,0.49670999,0.027992835,97.47004214,97.49803497
2013-05-31,84,NE,1.018173034,22.40749889,1172,7.9,-3.00E-04,0.006172829,0.083667935,8.0836368,10.02565865,0.035899318,0.079051292,0.088028428,0.528143843,13.78379483,86.6201763,100.4039711
2013-06-28,16,HE,1.016984948,21.9649993,534.5,23.6,0.487628893,0.041570939,0.078627971,8.209707205,1.28875102,1.549255381,0.005274851,0.056292453,1.610822685,0,19.12546915,19.13428256
2013-06-28,34,HE,1.016754497,22.53000047,157,9.7,0.340050516,0.16489812,0.066280148,8.41342414,1.512881633,0.473316703,0.001169233,0.024674839,0.502081719,0,14.51768257,14.52794373
2013-06-28,44,HE,1.016368957,22.43499756,150,8.9,0.284075189,0.209027797,0.066280148,8.141819298,0.476277551,0.096062434,0.010108205,0.022775396,0.128946035,0.091238606,12.66310416,12.78148953
2013-06-28,56,HE,0.974568952,23.04999881,189.5,16.8,0.360126423,0.115454925,0.070997396,8.4716432,1.716894138,0.599938019,0.01974231,0.22048172,0.840162049,0.029261658,7.518283653,7.558243993
2013-06-28,62,LE,0.974182774,23.13499875,402,36.4,0.447974835,0.005333209,0.100914992,8.782256832,4.16042449,0.222387217,0.003557503,0.223925031,0.449869751,0.1493852,22.99627565,23.14566085
2013-06-28,66,LE,0.973708501,23.27000088,685.5,42.2,0.32101973,0.002189107,0.10267965,8.626926848,4.412571429,0.052106826,0.038665311,0.010946436,0.101718573,2.962864446,21.04240088,24.00526533
2013-06-28,70,NE,0.97342795,24.55499861,964.5,23.8,0.149589549,-1.00E-04,0.109452292,8.219406098,8.085956667,0.214958012,0.178446092,0.309359447,0.702763551,23.66728392,10.98799213,34.65527605
2013-06-28,74,NE,0.973150646,25.88999854,1087.5,17.6,0.018613712,-1.00E-04,0.09813058,8.190309781,6.734393333,0.209611487,1.298385714,0.86673283,2.385520979,20.77662607,11.36320178,32.13982785
2013-06-28,76,NE,0.972967615,25.94000075,1185,8,0,-1.00E-04,0.096509896,7.928515328,5.976576667,0.088157924,0.083568973,0.142325861,0.322849491,8.977687792,16.75012556,25.73000925
2013-06-28,84,NE,0.972785695,26.4999983,1198.5,6.7,0,-1.00E-04,0.102987688,8.238804608,3.640033016,0.054710128,0.063246501,0.002822285,0.128370782,56.97353331,35.78683617,92.77632333
2013-08-02,16,HE,0.924000586,21.18999905,173,9.6,0.131576435,0.135301872,0.054455507,7.521541922,2.640361372,0.186311332,0.000215031,0.030104378,0.216630742,0.079585816,3.676824228,3.884643554
2013-08-02,34,HE,0.924161332,20.92999776,153,9.5,0.123852411,0.16923884,0.056096539,7.85097233,1.185468371,0.135260181,0.012093269,0.006746606,0.184051154,0.080095686,7.232221586,7.355287753
2013-08-02,44,HE,0.924350061,20.35999722,166.5,14.4,0.11187691,0.113488434,0.061007789,7.79282205,1.616547779,1.064587714,0.008350381,0.003225469,1.118618801,0.102598954,6.342353278,6.472736361
2013-08-02,56,HE,0.913109445,21.82999929,303.5,18.2,0.184950454,0.022335992,0.077250285,8.161214912,2.453496288,0.122612908,0.017795488,0.140681028,0.281089424,0.676014524,7.721448559,8.397463083
2013-08-02,62,LE,0.913397661,22.48999702,537,28.2,0.238987334,0.015939325,0.102826616,8.704586048,4.350746867,0.100701662,0.0394384,0.144762126,0.284902187,1.362326721,6.264026259,7.62635298
2013-08-02,66,LE,0.913699659,23.40499878,804,28.5,0.217259393,0.01320537,0.113149901,8.724002658,4.733095558,0.102639312,0.074985265,0.27550882,0.49997765,2.496228121,10.545474,13.04170212
