Project,Station,Year,Month,Date,SampleID,latitude,longitude,Region,Species,Acanthocyclops spp,Acartia spp,Acartia copepodid,Acartiella sinensis,Acartiella copepodid,Barnacle nauplii,Bosmina spp,Ceriodaphnia spp,Calanoid copepodid,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab megalope,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus spp,Diaptomus copepodid,Eurytemora spp,Eurytemora copepodid,Eurytemora nauplii,Fish eggs,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona spp,Limnoithona copepodid,Longfin Smelt,Neomysis kadiakensis,Neomysis mercedis,Oithona davisae,Oithona copepodid,Osphranticum,Ostracods,Other calanoid,Other cladocera,Other cyclopoid,Other insect larvae,Other malacostraca,Other zooplankton,Pacific Herring,Palaemon,Prickly Sculpin,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus spp,Pseudodiaptomus copepodid,Pseudodiaptomus nauplii,Sinocalanus spp,Sinocalanus copepodid,Sinocalanus nauplii,Synchaeta,Terrestrial invertebrates,Tortanus dextrilobatus,Tortanus spp,Tortanus copepodid,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids,Nippoleucon hinumensis
EDSM,18-51-LSSC04,2018,7,7/19/2018,DOP 103 EDSM 2018-07-19 18-51-LSSC04 70,38.42158445,-121.6075834,Middle,Delta Smelt,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,30,4,62,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EDSM,18-52-LSSC02,2018,7,7/23/2018,DOP 104 EDSM 2018-07-23 18-52-LSSC02 71,38.42289066,-121.6071625,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,18-52-LSSC03,2018,7,7/24/2018,DOP 106 EDSM 2018-07-24 18-52-LSSC03 73,38.30247498,-121.6544037,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,0,0,22,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,18-52-LSSC03,2018,7,7/24/2018,DOP 108 EDSM 2018-07-24 18-52-LSSC03 75,38.30247498,-121.6544037,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,18-52-LSSC03,2018,7,7/24/2018,DOP 107 EDSM 2018-07-24 18-52-LSSC03 74,38.30247498,-121.6544037,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,5,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EDSM,18-52-LSSC03,2018,7,7/24/2018,DOP 109 EDSM 2018-07-24 18-52-LSSC03 76,38.30247498,-121.6544037,Lower,Delta Smelt,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,18-52-LSSC05,2018,7,7/23/2018,DOP 105 EDSM 2018-07-23 18-52-LSSC05 72,38.41948509,-121.6084747,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-01-LSSC01,2018,8,8/1/2018,DOP 110 EDSM 2018-08-01 19-01-LSSC01 77,38.46915627,-121.5857697,Middle,Delta Smelt,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,883,39,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-01-LSSC01,2018,8,8/1/2018,DOP 111 EDSM 2018-08-01 19-01-LSSC01 78,38.46915627,-121.5857697,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-01-USSC03,2018,8,8/1/2018,DOP 112 EDSM 2018-08-01 19-01-USSC03 79,38.48760605,-121.5844536,Top,Delta Smelt,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-01-USSC03,2018,8,8/1/2018,DOP 113 EDSM 2018-08-01 19-01-USSC03 80,38.48760605,-121.5844536,Top,Delta Smelt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-02-LSSC02,2018,8,8/8/2018,DOP 114 EDSM 2018-08-08 19-02-LSSC02 81,38.38444265,-121.6250788,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EDSM,19-02-LSSC02,2018,8,8/8/2018,DOP 115 EDSM 2018-08-08 19-02-LSSC02 82,38.38444265,-121.6250788,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-03-LSSC01,2018,8,8/14/2018,DOP 118 EDSM 2018-08-14 19-03-LSSC01 85,38.37018585,-121.6310501,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,82,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-03-LSSC01,2018,8,8/14/2018,DOP 119 EDSM 2018-08-14 19-03-LSSC01 86,38.37018585,-121.6310501,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-03-LSSC01,2018,8,8/14/2018,DOP 116 EDSM 2018-08-14 19-03-LSSC01 83,38.37018585,-121.6310501,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-03-LSSC01,2018,8,8/14/2018,DOP 120 EDSM 2018-08-14 19-03-LSSC01 87,38.37018585,-121.6310501,Middle,Delta Smelt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-03-LSSC01,2018,8,8/14/2018,DOP 117 EDSM 2018-08-14 19-03-LSSC01 84,38.37018585,-121.6310501,Middle,Delta Smelt,0,0,0,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-04-LSSC03,2018,8,8/20/2018,DOP 121 EDSM 2018-08-20 19-04-LSSC03 88,38.39949036,-121.6181297,Middle,Delta Smelt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-04-LSSC05,2018,8,8/20/2018,DOP 123 EDSM 2018-08-20 19-04-LSSC05 90,38.34852982,-121.6415901,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,28,33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-04-LSSC05,2018,8,8/20/2018,DOP 122 EDSM 2018-08-20 19-04-LSSC05 89,38.34852982,-121.6415901,Lower,Delta Smelt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-05-LSSC05,2018,8,8/27/2018,DOP 124 EDSM 2018-08-27 19-05-LSSC05 91,38.3326149,-121.6471252,Lower,Delta Smelt,0,0,0,0,0,0,0,0,158,0,0,58,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,30,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,20,0,0,406,436,6,8,4,0,0,0,0,0,0,0,0,2,24,0,0,0,0
EDSM,19-05-LSSC05,2018,8,8/27/2018,DOP 127 EDSM 2018-08-27 19-05-LSSC05 94,38.3326149,-121.6471252,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,99,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
EDSM,19-05-LSSC05,2018,8,8/27/2018,DOP 128 EDSM 2018-08-27 19-05-LSSC05 95,38.3326149,-121.6471252,Lower,Delta Smelt,0,0,0,0,0,0,0,0,8,1,0,49,0,0,0,0,0,0,59,1,1,0,0,0,0,0,2,0,0,53,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,44,105,21,3,2,0,0,0,0,0,0,0,2,2,6,0,0,0,0
EDSM,19-05-LSSC05,2018,8,8/27/2018,DOP 125 EDSM 2018-08-27 19-05-LSSC05 92,38.3326149,-121.6471252,Lower,Delta Smelt,0,0,0,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,238,119,17,4,1,0,0,0,0,0,0,0,0,3,38,0,0,0,0
EDSM,19-05-LSSC05,2018,8,8/27/2018,DOP 126 EDSM 2018-08-27 19-05-LSSC05 93,38.3326149,-121.6471252,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,26,0,0,138,188,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0
EDSM,19-05-LSSC05,2018,8,8/27/2018,DOP 130 EDSM 2018-08-27 19-05-LSSC05 97,38.3326149,-121.6471252,Lower,Delta Smelt,0,0,0,0,0,0,0,0,24,0,0,428,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,9,0,0,19,81,1,0,3,0,0,0,0,0,0,0,5,4,55,0,0,1,0
EDSM,19-05-LSSC05,2018,8,8/27/2018,DOP 129 EDSM 2018-08-27 19-05-LSSC05 96,38.3326149,-121.6471252,Lower,Delta Smelt,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,90,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,46,5,47,3,0,0,0,0,0,0,0,0,3,2,12,0,0,2,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 132 EDSM 2018-09-10 19-07-LSSC02 99,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,3,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 161 EDSM 2018-09-10 19-07-LSSC02 110,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,10,31,14,2,1,0,0,0,0,0,0,0,2,0,9,0,0,1,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 131 EDSM 2018-09-10 19-07-LSSC02 98,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,19,0,0,49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,22,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,8,0,0,16,19,15,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 163 EDSM 2018-09-10 19-07-LSSC02 112,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,16,1,13,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 151 EDSM 2018-09-10 19-07-LSSC02 100,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,0,0,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,21,15,12,4,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 152 EDSM 2018-09-10 19-07-LSSC02 101,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,31,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 162 EDSM 2018-09-10 19-07-LSSC02 111,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,4,16,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 154 EDSM 2018-09-10 19-07-LSSC02 103,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,54,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,41,0,0,43,33,13,1,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 155 EDSM 2018-09-10 19-07-LSSC02 104,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,41,16,20,4,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 156 EDSM 2018-09-10 19-07-LSSC02 105,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,8,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,21,0,0,9,0,49,2,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 153 EDSM 2018-09-10 19-07-LSSC02 102,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,60,0,0,40,1,19,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 158 EDSM 2018-09-10 19-07-LSSC02 107,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,13,2,32,3,0,0,0,0,0,0,0,0,1,0,17,0,0,1,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 159 EDSM 2018-09-10 19-07-LSSC02 108,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,22,8,45,4,0,0,0,0,0,0,0,0,11,0,16,0,0,1,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 160 EDSM 2018-09-10 19-07-LSSC02 109,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,16,27,39,4,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 241 EDSM 2018-09-10 19-07-LSSC02 114,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18,1,11,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 242 EDSM 2018-09-10 19-07-LSSC02 115,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,1,12,21,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 243 EDSM 2018-09-10 19-07-LSSC02 116,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,5,7,20,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 240 EDSM 2018-09-10 19-07-LSSC02 113,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,8,1,60,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
EDSM,19-07-LSSC02,2018,9,9/10/2018,DOP 157 EDSM 2018-09-10 19-07-LSSC02 106,38.35631943,-121.6380539,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,14,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,25,0,0,12,18,14,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
