"","SampleID","SubRegion","IBMR","TowType","Date","Latitude","Longitude","Source","Station","DOY","CPUE","BPUE","Region","Month","Year","MonthYear"
"11","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","daphnia","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,40.333303786,161.333215144,"Middle",9,2017,2016.33333333333
"12","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","limno","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,44.67689035,5.8079957455,"Middle",9,2017,2016.33333333333
"13","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","othcalad","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,3.723074196,12.69568300836,"Middle",9,2017,2016.33333333333
"14","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,35.98971722,53.98457583,"Middle",9,2017,2016.33333333333
"15","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","othclad","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,158.85116567,149.915787602,"Middle",9,2017,2016.33333333333
"16","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","othcyc","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,6.825636025,22.934137044,"Middle",9,2017,2016.33333333333
"17","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","other","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,1.241024732,0.69497384992,"Middle",9,2017,2016.33333333333
"18","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","pdiapfor","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,11.78973495,31.360694967,"Middle",9,2017,2016.33333333333
"19","DOP 18-09-SSC02 2017-09-25 ICF185","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2017-09-25,38.385599,-121.62434,"DOP","18-09-SSC02",268,58.3281624,67.07738676,"Middle",9,2017,2016.33333333333
"20","DOP 18-09-SSC02 2017-09-25 ICF186","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2017-09-25,38.384313,-121.62511,"DOP","18-09-SSC02",268,471.179270189,47.1179270189,"Middle",9,2017,2016.33333333333
"21","DOP 18-09-SSC02 2017-09-25 ICF186","Lower Sacramento River Ship Channel","limno","Bottom",2017-09-25,38.384313,-121.62511,"DOP","18-09-SSC02",268,782.1258593,101.676361709,"Middle",9,2017,2016.33333333333
"22","DOP 18-09-SSC02 2017-09-25 ICF186","Lower Sacramento River Ship Channel","othcalad","Bottom",2017-09-25,38.384313,-121.62511,"DOP","18-09-SSC02",268,171.3379164,584.262294924,"Middle",9,2017,2016.33333333333
"23","DOP 18-09-SSC02 2017-09-25 ICF186","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2017-09-25,38.384313,-121.62511,"DOP","18-09-SSC02",268,128.5034373,192.75515595,"Middle",9,2017,2016.33333333333
"24","DOP 18-09-SSC02 2017-09-25 ICF186","Lower Sacramento River Ship Channel","othclad","Bottom",2017-09-25,38.384313,-121.62511,"DOP","18-09-SSC02",268,245.901639368,243.9978847408,"Middle",9,2017,2016.33333333333
"25","DOP 18-09-SSC02 2017-09-25 ICF186","Lower Sacramento River Ship Channel","othcyc","Bottom",2017-09-25,38.384313,-121.62511,"DOP","18-09-SSC02",268,4.759386568,15.99153886848,"Middle",9,2017,2016.33333333333
"26","DOP 18-09-SSC02 2017-09-25 ICF186","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2017-09-25,38.384313,-121.62511,"DOP","18-09-SSC02",268,499.7355896,1329.296668336,"Middle",9,2017,2016.33333333333
"27","DOP 18-09-SSC02 2017-09-25 ICF186","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2017-09-25,38.384313,-121.62511,"DOP","18-09-SSC02",268,1711.792702,1968.5616073,"Middle",9,2017,2016.33333333333
"28","DOP 18-09-SSC02 2017-09-25 ICF187","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2017-09-25,38.386236,-121.6241,"DOP","18-09-SSC02",268,634.403023761,63.4403023761,"Middle",9,2017,2016.33333333333
"29","DOP 18-09-SSC02 2017-09-25 ICF187","Lower Sacramento River Ship Channel","limno","Bottom",2017-09-25,38.386236,-121.6241,"DOP","18-09-SSC02",268,735.1960276,95.575483588,"Middle",9,2017,2016.33333333333
"30","DOP 18-09-SSC02 2017-09-25 ICF187","Lower Sacramento River Ship Channel","othcalad","Bottom",2017-09-25,38.386236,-121.6241,"DOP","18-09-SSC02",268,480.24901804,1644.645371776,"Middle",9,2017,2016.33333333333
"31","DOP 18-09-SSC02 2017-09-25 ICF187","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2017-09-25,38.386236,-121.6241,"DOP","18-09-SSC02",268,222.33750835,333.506262524999,"Middle",9,2017,2016.33333333333
"32","DOP 18-09-SSC02 2017-09-25 ICF187","Lower Sacramento River Ship Channel","othclad","Bottom",2017-09-25,38.386236,-121.6241,"DOP","18-09-SSC02",268,480.249018022,477.8774179332,"Middle",9,2017,2016.33333333333
"33","DOP 18-09-SSC02 2017-09-25 ICF187","Lower Sacramento River Ship Channel","othcyc","Bottom",2017-09-25,38.386236,-121.6241,"DOP","18-09-SSC02",268,5.929000222,19.92144074592,"Middle",9,2017,2016.33333333333
"34","DOP 18-09-SSC02 2017-09-25 ICF187","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2017-09-25,38.386236,-121.6241,"DOP","18-09-SSC02",268,1900.244571,5054.65055886,"Middle",9,2017,2016.33333333333
"35","DOP 18-09-SSC02 2017-09-25 ICF187","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2017-09-25,38.386236,-121.6241,"DOP","18-09-SSC02",268,2958.571111,3402.35677765,"Middle",9,2017,2016.33333333333
"36","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","allcopnaup","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,265.3462353,26.53462353,"Middle",9,2017,2016.33333333333
"37","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","limno","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,94.11853644,12.2354097372,"Middle",9,2017,2016.33333333333
"38","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","othcalad","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,142.8787421,487.216510561,"Middle",9,2017,2016.33333333333
"39","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","othcaladjuv","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,125.869368,188.804052,"Middle",9,2017,2016.33333333333
"40","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","othclad","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,227.92561237,227.472029062,"Middle",9,2017,2016.33333333333
"41","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","othcyc","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,1.13395827,3.8100997872,"Middle",9,2017,2016.33333333333
"42","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","other","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,5.669791352,5.669791352,"Middle",9,2017,2016.33333333333
"43","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","pdiapfor","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,735.9389174,1957.597520284,"Middle",9,2017,2016.33333333333
"44","DOP 18-09-SSC02 2017-09-25 ICF188","Lower Sacramento River Ship Channel","pdiapjuv","Oblique",2017-09-25,38.386695,-121.62387,"DOP","18-09-SSC02",268,1314.257635,1511.39628025,"Middle",9,2017,2016.33333333333
"45","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","acartela","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,6.066222934,16.19681523378,"Middle",10,2017,2016.25
"46","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","allcopnaup","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,2754.0652116,275.40652116,"Middle",10,2017,2016.25
"47","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","limno","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,6866.964361,892.70536693,"Middle",10,2017,2016.25
"48","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","othcalad","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,18.1986688,72.7946752,"Middle",10,2017,2016.25
"49","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,0,0,"Middle",10,2017,2016.25
"50","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","othclad","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,303.311146734,300.8846575604,"Middle",10,2017,2016.25
"51","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","other","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,6.066222934,6.066222934,"Middle",10,2017,2016.25
"52","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","pdiapfor","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,3645.799983,9697.82795478,"Middle",10,2017,2016.25
"53","DOP 18-10-CS01 2017-10-02 ICF211","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2017-10-02,38.373586,-121.63002,"DOP","18-10-CS01",275,1983.654899,2281.20313385,"Middle",10,2017,2016.25
"54","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","allcopnaup","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,3222.0250915,322.20250915,"Middle",10,2017,2016.25
"55","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","limno","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,7470.536054,971.16968702,"Middle",10,2017,2016.25
"56","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","othcalad","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,92.66886326,316.0008237166,"Middle",10,2017,2016.25
"57","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,335.0335826,502.5503739,"Middle",10,2017,2016.25
"58","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","othclad","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,206.722848797,203.8714991582,"Middle",10,2017,2016.25
"59","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","othcyc","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,7.128374097,23.95133696592,"Middle",10,2017,2016.25
"60","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","other","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,7.128374097,7.128374097,"Middle",10,2017,2016.25
"61","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","pdiapfor","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,1725.066531,4588.67697246,"Middle",10,2017,2016.25
"62","DOP 18-10-CS01 2017-10-02 ICF212","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2017-10-02,38.373876,-121.62974,"DOP","18-10-CS01",275,3364.592574,3869.2814601,"Middle",10,2017,2016.25
"63","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,2689.68285786,268.968285786,"Middle",10,2017,2016.25
"64","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","limno","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,6029.706945,783.86190285,"Middle",10,2017,2016.25
"65","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","othcalad","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,369.329586555,1264.150943545,"Middle",10,2017,2016.25
"66","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,184.6647933,276.99718995,"Middle",10,2017,2016.25
"67","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","othclad","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,369.3295865,369.3295865,"Middle",10,2017,2016.25
"68","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","othcyc","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,40.14452027,134.8855881072,"Middle",10,2017,2016.25
"69","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","other","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,32.11561622,32.11561622,"Middle",10,2017,2016.25
"70","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,2617.422722,6962.34444052,"Middle",10,2017,2016.25
"71","DOP 18-10-CS01 2017-10-02 ICF213","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2017-10-02,38.373699,-121.63005,"DOP","18-10-CS01",275,3669.209153,4219.59052595,"Middle",10,2017,2016.25
"72","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","allcopnaup","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,10388.7737098,1038.87737098,"Middle",10,2017,2016.25
"73","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","limno","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,6334.835427,823.52860551,"Middle",10,2017,2016.25
"74","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","othcalad","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,98.00729915,334.2048901015,"Middle",10,2017,2016.25
"75","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,249.4731251,374.20968765,"Middle",10,2017,2016.25
"76","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","othclad","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,222.743861668,219.1799598808,"Middle",10,2017,2016.25
"77","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","othcyc","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,8.909754468,29.93677501248,"Middle",10,2017,2016.25
"78","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","other","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,8.909754468,8.909754468,"Middle",10,2017,2016.25
"79","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","pdiapfor","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,3243.150626,8626.78066516,"Middle",10,2017,2016.25
"80","DOP 18-10-SSC02 2017-10-03 ICF219","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2017-10-03,38.386547,-121.623781,"DOP","18-10-SSC02",276,623.6828127,717.235234605,"Middle",10,2017,2016.25
"81","DOP 18-10-SSC02 2017-10-03 ICF220","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2017-10-03,38.422144,-121.60722,"DOP","18-10-SSC02",276,2644.71136415,264.471136415,"Middle",10,2017,2016.25
"82","DOP 18-10-SSC02 2017-10-03 ICF220","Lower Sacramento River Ship Channel","limno","Bottom",2017-10-03,38.422144,-121.60722,"DOP","18-10-SSC02",276,7052.563638,916.83327294,"Middle",10,2017,2016.25
"83","DOP 18-10-SSC02 2017-10-03 ICF220","Lower Sacramento River Ship Channel","othcalad","Bottom",2017-10-03,38.422144,-121.60722,"DOP","18-10-SSC02",276,629.693182,2147.25375062,"Middle",10,2017,2016.25
"84","DOP 18-10-SSC02 2017-10-03 ICF220","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2017-10-03,38.422144,-121.60722,"DOP","18-10-SSC02",276,362.0735796,543.1103694,"Middle",10,2017,2016.25
"85","DOP 18-10-SSC02 2017-10-03 ICF220","Lower Sacramento River Ship Channel","othclad","Bottom",2017-10-03,38.422144,-121.60722,"DOP","18-10-SSC02",276,991.7667616,991.7667616,"Middle",10,2017,2016.25
"86","DOP 18-10-SSC02 2017-10-03 ICF220","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2017-10-03,38.422144,-121.60722,"DOP","18-10-SSC02",276,2479.416904,6595.24896464,"Middle",10,2017,2016.25
"87","DOP 18-10-SSC02 2017-10-03 ICF220","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2017-10-03,38.422144,-121.60722,"DOP","18-10-SSC02",276,4533.79091,5213.8595465,"Middle",10,2017,2016.25
"88","DOP 18-10-SSC02 2017-10-03 ICF221","Lower Sacramento River Ship Channel","allcopnaup","Oblique",2017-10-03,38.425635,-121.60592,"DOP","18-10-SSC02",276,4412.7827703,441.27827703,"Middle",10,2017,2016.25
"89","DOP 18-10-SSC02 2017-10-03 ICF221","Lower Sacramento River Ship Channel","limno","Oblique",2017-10-03,38.425635,-121.60592,"DOP","18-10-SSC02",276,8076.640677,1049.96328801,"Middle",10,2017,2016.25
"90","DOP 18-10-SSC02 2017-10-03 ICF221","Lower Sacramento River Ship Channel","othcalad","Oblique",2017-10-03,38.425635,-121.60592,"DOP","18-10-SSC02",276,264.32642218,923.013181451,"Middle",10,2017,2016.25
"91","DOP 18-10-SSC02 2017-10-03 ICF221","Lower Sacramento River Ship Channel","othcaladjuv","Oblique",2017-10-03,38.425635,-121.60592,"DOP","18-10-SSC02",276,675.5008566,1013.2512849,"Middle",10,2017,2016.25
"92","DOP 18-10-SSC02 2017-10-03 ICF221","Lower Sacramento River Ship Channel","othclad","Oblique",2017-10-03,38.425635,-121.60592,"DOP","18-10-SSC02",276,558.02244673,558.02244673,"Middle",10,2017,2016.25
"93","DOP 18-10-SSC02 2017-10-03 ICF221","Lower Sacramento River Ship Channel","other","Oblique",2017-10-03,38.425635,-121.60592,"DOP","18-10-SSC02",276,14.68480123,14.68480123,"Middle",10,2017,2016.25
"94","DOP 18-10-SSC02 2017-10-03 ICF221","Lower Sacramento River Ship Channel","pdiapfor","Oblique",2017-10-03,38.425635,-121.60592,"DOP","18-10-SSC02",276,337.7504283,898.416139278,"Middle",10,2017,2016.25
"95","DOP 18-10-SSC02 2017-10-03 ICF221","Lower Sacramento River Ship Channel","pdiapjuv","Oblique",2017-10-03,38.425635,-121.60592,"DOP","18-10-SSC02",276,5374.63725,6180.8328375,"Middle",10,2017,2016.25
"96","DOP 18-12-SSC02 2017-10-16 ICF229","Lower Sacramento River Ship Channel","allcopnaup","Surface",2017-10-16,38.40275,-121.61614,"DOP","18-12-SSC02",289,1319.243388893,131.9243388893,"Middle",10,2017,2016.25
"97","DOP 18-12-SSC02 2017-10-16 ICF229","Lower Sacramento River Ship Channel","limno","Surface",2017-10-16,38.40275,-121.61614,"DOP","18-12-SSC02",289,498.9384289,64.861995757,"Middle",10,2017,2016.25
"98","DOP 18-12-SSC02 2017-10-16 ICF229","Lower Sacramento River Ship Channel","othcalad","Surface",2017-10-16,38.40275,-121.61614,"DOP","18-12-SSC02",289,1.930129319,6.58174097779,"Middle",10,2017,2016.25
"99","DOP 18-12-SSC02 2017-10-16 ICF229","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2017-10-16,38.40275,-121.61614,"DOP","18-12-SSC02",289,38.60258637,57.903879555,"Middle",10,2017,2016.25
"100","DOP 18-12-SSC02 2017-10-16 ICF229","Lower Sacramento River Ship Channel","othclad","Surface",2017-10-16,38.40275,-121.61614,"DOP","18-12-SSC02",289,10.615711252,9.4576336608,"Middle",10,2017,2016.25
"101","DOP 18-12-SSC02 2017-10-16 ICF229","Lower Sacramento River Ship Channel","other","Surface",2017-10-16,38.40275,-121.61614,"DOP","18-12-SSC02",289,1.930129318,1.23528276352,"Middle",10,2017,2016.25
"102","DOP 18-12-SSC02 2017-10-16 ICF229","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2017-10-16,38.40275,-121.61614,"DOP","18-12-SSC02",289,137.0391816,157.59505884,"Middle",10,2017,2016.25
"103","DOP 18-12-SSC02 2017-10-16 ICF230","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2017-10-16,38.407218,-121.61419,"DOP","18-12-SSC02",289,2850.54941164,285.054941164,"Middle",10,2017,2016.25
"104","DOP 18-12-SSC02 2017-10-16 ICF230","Lower Sacramento River Ship Channel","limno","Bottom",2017-10-16,38.407218,-121.61419,"DOP","18-12-SSC02",289,5582.873271,725.77352523,"Middle",10,2017,2016.25
"105","DOP 18-12-SSC02 2017-10-16 ICF230","Lower Sacramento River Ship Channel","othcalad","Bottom",2017-10-16,38.407218,-121.61419,"DOP","18-12-SSC02",289,72.24894822,246.3689134302,"Middle",10,2017,2016.25
"106","DOP 18-12-SSC02 2017-10-16 ICF230","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2017-10-16,38.407218,-121.61419,"DOP","18-12-SSC02",289,124.793637802,187.190456703,"Middle",10,2017,2016.25
"107","DOP 18-12-SSC02 2017-10-16 ICF230","Lower Sacramento River Ship Channel","othclad","Bottom",2017-10-16,38.407218,-121.61419,"DOP","18-12-SSC02",289,52.54468961,52.54468961,"Middle",10,2017,2016.25
"108","DOP 18-12-SSC02 2017-10-16 ICF230","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2017-10-16,38.407218,-121.61419,"DOP","18-12-SSC02",289,1536.932171,4088.23957486,"Middle",10,2017,2016.25
"109","DOP 18-12-SSC02 2017-10-16 ICF230","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2017-10-16,38.407218,-121.61419,"DOP","18-12-SSC02",289,2830.845153,3255.47192595,"Middle",10,2017,2016.25
"110","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","allcopnaup","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,2460.78412634,246.078412634,"Middle",10,2017,2016.25
"111","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","daphnia","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,63.20507173,252.82028692,"Middle",10,2017,2016.25
"112","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","limno","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,3973.492176,516.55398288,"Middle",10,2017,2016.25
"113","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","othcalad","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,143.2648293,488.533067913,"Middle",10,2017,2016.25
"114","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","othcaladjuv","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,181.1878723,271.78180845,"Middle",10,2017,2016.25
"115","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","othclad","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,37.92304304,37.92304304,"Middle",10,2017,2016.25
"116","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","othcyc","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,29.49570014,99.1055524704,"Middle",10,2017,2016.25
"117","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","other","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,58.991400279,55.95755683572,"Middle",10,2017,2016.25
"118","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","pdiapfor","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,497.2132309,1322.587194194,"Middle",10,2017,2016.25
"119","DOP 18-12-SSC02 2017-10-16 ICF232","Lower Sacramento River Ship Channel","pdiapjuv","Oblique",2017-10-16,38.406172,-121.61463,"DOP","18-12-SSC02",289,2026.775967,2330.79236205,"Middle",10,2017,2016.25
