"Year","Month","Date","Station","SampleID","Species","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","TotalBodyWeight","GutContents","ForkLength","TotalGutContentWeight","TotalNumberOfPrey","TotalPreyWeight","GutFullness","FullnessRank","DigestionRank","daphnia FO","acartela FO","allcopnaup FO","amphipod FO","fish FO","limno FO","mysid FO","othcalad FO","othcaljuv FO","othclad FO","othcyc FO","other FO","pdiapfor FO","pdiapjuv FO","sinocal FO"
2011,8,2011-08-23,"716","FLaSH 52 STN 2011-08-23 716 1383","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.7689,"Y",48,0.00334,95,0.002443,0.317726622447652,NA,NA,"N","N","Y","N","N","N","N","Y","N","Y","Y","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 53 STN 2011-08-23 716 1399","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.3825,"Y",37,0.00097,7,0.000224,0.058562091503268,NA,NA,"N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 54 STN 2011-08-23 716 1374","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.717,"Y",46,NA,43,0.0010921,0.15231520223152,NA,NA,"N","N","Y","N","N","N","N","Y","N","Y","Y","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 55 STN 2011-08-23 716 1394","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.3599,"Y",37,0.00068,9,0.0001938,0.0538482911919978,NA,NA,"N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","N"
2011,8,2011-08-23,"716","FLaSH 56 STN 2011-08-23 716 1380","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.454,"Y",40,0.00129,2,4.94e-05,0.0108810572687225,NA,NA,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N"
2011,8,2011-08-23,"716","FLaSH 57 STN 2011-08-23 716 1371","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,1.4505,"Y",59,0.00285,35,0.0011877,0.0818821096173733,NA,NA,"N","N","Y","N","N","N","N","N","N","N","N","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 58 STN 2011-08-23 716 1378A","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.385,"Y",NA,NA,8,0.000192,0.0498701298701299,NA,NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N"
2011,8,2011-08-23,"716","FLaSH 59 STN 2011-08-23 716 1385","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.568,"Y",41,NA,55,0.0015185,0.267341549295775,NA,NA,"N","N","Y","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 60 STN 2011-08-23 716 1364","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.6131,"Y",43,0.00287,100,0.0014703,0.239814059696624,NA,NA,"N","N","Y","N","N","N","N","N","Y","N","N","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 63 STN 2011-08-23 716 1395","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.8851,"Y",52,NA,102,0.0022701,0.256479493842504,NA,NA,"N","N","Y","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 64 STN 2011-08-23 716 1389","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.416,"Y",40,0.0022,28,0.0005906,0.141971153846154,NA,NA,"N","N","Y","N","N","N","N","Y","N","N","Y","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 65 STN 2011-08-23 716 1368","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.6034,"Y",45,0.00339,95,0.002761,0.457573748757043,NA,NA,"Y","N","Y","N","N","N","N","Y","Y","N","Y","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 66 STN 2011-08-23 716 1367","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.9948,"Y",53,0.00382,54,0.0012832,0.128990751909932,NA,NA,"N","N","Y","N","N","N","N","N","Y","N","Y","N","Y","Y","N"
2011,8,2011-08-23,"716","FLaSH 67 STN 2011-08-23 716 1378B","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.5313,"Y",NA,0.0013,91,0.001839,0.346132128740824,NA,NA,"N","N","Y","N","N","N","N","Y","Y","N","N","Y","Y","Y","Y"
2011,8,2011-08-23,"797","FLaSH 68 STN 2011-08-23 797 1485","Delta Smelt",10.668,25.5,629,0.28859800811307,27,35.9,0.9053,"Y",48,0.00443,46,0.0021702,0.239721639235612,NA,NA,"N","N","N","N","N","N","N","N","N","Y","N","Y","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 69 STN 2011-08-23 716 1390","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.426,"Y",40,0.001,32,0.00074,0.173708920187793,NA,NA,"N","N","Y","N","N","N","N","Y","Y","N","N","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 70 STN 2011-08-23 716 1401","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.7155,"Y",48,0.00662,83,0.0027781,0.38827393431167,NA,NA,"N","N","Y","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 71 STN 2011-08-23 716 1387","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.6743,"Y",44,0.00271,128,0.0025299,0.375189084977013,NA,NA,"N","N","Y","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y"
2011,8,2011-08-23,"716","FLaSH 72 STN 2011-08-23 716 1396","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.3863,"Y",36,0.00177,22,0.0004017,0.103986538959358,NA,NA,"N","N","Y","N","N","N","N","N","Y","N","N","N","Y","Y","N"
2011,8,2011-08-23,"716","FLaSH 73 STN 2011-08-23 716 1397","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.5564,"Y",41,0.00126,22,0.0005655,0.101635514018692,NA,NA,"N","N","Y","N","N","N","N","Y","Y","Y","N","N","Y","Y","N"
2011,8,2011-08-23,"716","FLaSH 74 STN 2011-08-23 716 1365","Delta Smelt",10.3632,20.6,163,0.0680186925805855,35,29.5,0.5277,"Y",44,0.0045,114,0.0021688,0.410991093424294,NA,NA,"N","N","Y","N","N","N","N","N","Y","Y","Y","N","Y","Y","Y"
2011,9,2011-09-14,"715","FLaSH 101 FMWT 2011-09-14 715 1610","Delta Smelt",12.192,21.2,173,0.0724936403564552,52,39.4,1.1741,"Y",55,0.01214,247,0.0132431,1.12793629162763,NA,NA,"N","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y"
2011,9,2011-09-14,"715","FLaSH 107 FMWT 2011-09-14 715 1577","Delta Smelt",12.192,21.2,173,0.0724936403564552,52,39.4,1.8459,"Y",57,0.01812,334,0.0169707997785606,0.919378069156544,NA,NA,"N","Y","N","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","N"
2011,10,2011-10-10,"721","FLaSH 160 FMWT 2011-10-10 721 2611","Delta Smelt",3.9624,17.4,198,0.0837587087009577,43,30.7,0.7861,"Y",64,NA,253,0.0020722,0.263605139295255,NA,NA,"N","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","Y","Y","N"
2011,10,2011-10-10,"721","FLaSH 161 FMWT 2011-10-10 721 2612","Delta Smelt",3.9624,17.4,198,0.0837587087009577,43,30.7,1.4476,"Y",53,0.00753,63,0.00305364959328705,0.210945675137265,NA,NA,"Y","N","Y","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y"
2011,10,2011-10-10,"721","FLaSH 162 FMWT 2011-10-10 721 2610","Delta Smelt",3.9624,17.4,198,0.0837587087009577,43,30.7,1.0333,"Y",50,0.00461,109,0.00256741430119434,0.248467463582148,NA,NA,"Y","N","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y"
2011,11,2011-11-21,"797","FLaSH 171 FMWT 2011-11-21 797 3045","Delta Smelt",10.3632,12.5,527,0.23880352389011,21,75.5,2.5463,"Y",66,0.01212,34,0.00663961027444285,0.260755224225066,NA,NA,"N","Y","N","N","N","N","Y","N","N","N","Y","N","Y","N","Y"
2011,11,2011-11-21,"719","FLaSH 172 FMWT 2011-11-21 719 2974","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,1.4755,"Y",54,0.01062,160,0.024608682825721,1.66781991363748,NA,NA,"N","N","N","Y","N","N","Y","N","N","N","Y","N","Y","Y","Y"
2011,11,2011-11-21,"719","FLaSH 173 FMWT 2011-11-21 719 2976","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,1.5756,"Y",57,NA,90,0.015863799882608,1.00684183057934,NA,NA,"N","N","N","Y","N","N","Y","N","N","N","N","Y","Y","Y","Y"
2011,11,2011-11-21,"719","FLaSH 174 FMWT 2011-11-21 719 2983","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,1.0009,"Y",49,0.00266,1,0.000870114870217631,0.0869332470993737,NA,NA,"N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
2011,11,2011-11-21,"719","FLaSH 175 FMWT 2011-11-21 719 2982","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,1.7473,"Y",58,0.01315,13,0.00984645303493911,0.563523896007504,NA,NA,"N","N","N","Y","N","N","Y","N","N","N","Y","N","Y","Y","Y"
2011,11,2011-11-21,"797","FLaSH 176 FMWT 2011-11-21 797 3043","Delta Smelt",10.3632,12.5,527,0.23880352389011,21,75.5,2.1707,"Y",61,0.00697,67,0.00398394927555377,0.183532928343565,NA,NA,"N","N","N","N","N","N","Y","N","N","N","Y","Y","Y","Y","Y"
2011,11,2011-11-21,"797","FLaSH 177 FMWT 2011-11-21 797 3046","Delta Smelt",10.3632,12.5,527,0.23880352389011,21,75.5,2.2084,"Y",61,0.00685,35,0.00242909855110754,0.109993594960494,NA,NA,"N","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","Y"
2011,11,2011-11-21,"719","FLaSH 178 FMWT 2011-11-21 719 2979","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,1.971,"Y",59,0.02505,24,0.00989837413234253,0.502200615542492,NA,NA,"N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","Y"
2011,11,2011-11-21,"797","FLaSH 179 FMWT 2011-11-21 797 3042","Delta Smelt",10.3632,12.5,527,0.23880352389011,21,75.5,1.9727,"Y",59,0.01024,148,0.011812617325465,0.598804548358342,NA,NA,"N","N","N","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y"
2011,11,2011-11-21,"719","FLaSH 180 FMWT 2011-11-21 719 2980","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,1.6811,"Y",56,0.00148,106,0.00573570159354028,0.341187412619135,NA,NA,"N","N","N","Y","N","N","Y","N","Y","N","Y","Y","Y","N","Y"
2011,11,2011-11-21,"719","FLaSH 181 FMWT 2011-11-21 719 2977","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,2.1959,"Y",62,0.01478,165,0.015312806563232,0.6973362431455,NA,NA,"N","N","N","Y","N","N","Y","N","N","N","Y","N","Y","Y","Y"
2011,11,2011-11-21,"719","FLaSH 182 FMWT 2011-11-21 719 2981","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,1.6939,"Y",55,0.00727,70,0.00400890205812869,0.23666698495358,NA,NA,"N","N","N","Y","N","N","N","N","N","N","Y","N","Y","Y","Y"
2011,11,2011-11-21,"797","FLaSH 183 FMWT 2011-11-21 797 3044","Delta Smelt",10.3632,12.5,527,0.23880352389011,21,75.5,2.0651,"Y",59,0.0128,19,0.00770204386891855,0.372962271508331,NA,NA,"N","N","N","N","N","N","Y","N","N","N","Y","Y","Y","N","Y"
2011,11,2011-11-21,"719","FLaSH 184 FMWT 2011-11-21 719 2975","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,1.658,"Y",57,NA,97,0.0071269322146324,0.429851158904246,NA,NA,"N","N","N","N","N","N","Y","N","Y","N","Y","Y","Y","Y","Y"
2011,11,2011-11-21,"797","FLaSH 185 FMWT 2011-11-21 797 3041","Delta Smelt",10.3632,12.5,527,0.23880352389011,21,75.5,5.6441,"Y",86,0.0836,11,0.0337675630318528,0.598280736199799,NA,NA,"N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
2011,11,2011-11-21,"797","FLaSH 198 FMWT 2011-11-21 797 3040","Delta Smelt",10.3632,12.5,527,0.23880352389011,21,75.5,6.686,"Y",87,0.02138,6,0.0202261499767857,0.302514956278578,NA,NA,"N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y"
2011,11,2011-11-21,"719","FLaSH 199 FMWT 2011-11-21 719 2978","Delta Smelt",10.9728,12.6,365,0.161177380814769,21,54.2,2.1329,"Y",59,0.03102,5,0.0159813337475533,0.749277216351133,NA,NA,"N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N"
2011,11,2011-11-21,"797","FLaSH 200 FMWT 2011-11-21 797 3049","Delta Smelt",10.3632,12.5,527,0.23880352389011,21,75.5,1.0661,"Y",49,NA,63,0.0036488236556777,0.342259042836291,NA,NA,"N","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","Y"
2011,12,2011-12-16,"719","FLaSH 211 FMWT 2011-12-16 719 2061","Delta Smelt",10.9728,8.9,309,0.134861645408036,32,37.8,2.0162,"Y",64,0.0065,32,0.00150409719451875,0.0746005949071894,NA,NA,"N","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y"
2011,12,2011-12-16,"719","FLaSH 212 FMWT 2011-12-16 719 2063","Delta Smelt",10.9728,8.9,309,0.134861645408036,32,37.8,1.4678,"Y",54,0.00727,24,0.0012713,0.0866126175228233,NA,NA,"N","N","N","N","N","N","N","Y","Y","N","N","N","Y","N","Y"
2011,12,2011-12-16,"719","FLaSH 215 FMWT 2011-12-16 719 2060","Delta Smelt",10.9728,8.9,309,0.134861645408036,32,37.8,2.4303,"Y",70,0.01063,12,0.00647516226002389,0.266434689545484,NA,NA,"N","N","N","Y","N","N","Y","Y","N","N","N","N","Y","N","N"
2011,12,2011-12-16,"719","FLaSH 217 FMWT 2011-12-16 719 2062","Delta Smelt",10.9728,8.9,309,0.134861645408036,32,37.8,2.1797,"Y",65,0.00824,13,0.0006412,0.0294168922328761,NA,NA,"N","N","N","N","N","N","N","N","Y","N","Y","N","Y","N","N"
2011,12,2011-12-16,"719","FLaSH 218 FMWT 2011-12-16 719 2064","Delta Smelt",10.9728,8.9,309,0.134861645408036,32,37.8,1.8818,"Y",62,0.00472,63,0.0032718952024634,0.173870507092327,NA,NA,"N","N","N","Y","N","N","N","Y","N","N","Y","N","Y","Y","Y"
2011,12,2011-12-16,"797","FLaSH 219 FMWT 2011-12-16 797 2075","Delta Smelt",11.5824,9.1,517,0.233956419909353,17,72.7,2.5853,"Y",67,0.01146,2,0.00544978008206643,0.210798749934879,NA,NA,"N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N"
2011,12,2011-12-16,"719","FLaSH 220 FMWT 2011-12-16 719 2059","Delta Smelt",10.9728,8.9,309,0.134861645408036,32,37.8,1.1521,"Y",53,0.00201,1,5.49e-05,0.00476521135318115,NA,NA,"N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N"
2012,1,2012-01-19,"713","FLaSH 387 SKT 2012-01-19 713 4100","Delta Smelt",12.4968,8.2,225,0.1,63,11,2.0371,"Y",68,0.01095,50,0.0022607,0.110976388002553,NA,NA,"Y","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N","Y"
2012,1,2012-01-19,"713","FLaSH 388 SKT 2012-01-19 713 4098","Delta Smelt",12.4968,8.2,225,0.1,63,11,2.2817,"Y",68,0.01805,77,0.00377493197457372,0.165443834622155,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","Y","N","N","N"
2012,1,2012-01-19,"713","FLaSH 389 SKT 2012-01-19 713 4101","Delta Smelt",12.4968,8.2,225,0.1,63,11,1.981,"Y",65,0.0212,102,0.0041011,0.207021706208985,NA,NA,"Y","N","N","N","N","N","N","Y","Y","Y","Y","Y","N","N","Y"
2012,1,2012-01-19,"715","FLaSH 390 SKT 2012-01-19 715 4102","Delta Smelt",15.24,8.2,219,0.09,82,11,2.0271,"Y",67,NA,66,0.0026651,0.131473533619456,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","Y","N","N"
2012,1,2012-01-19,"715","FLaSH 391 SKT 2012-01-19 715 4103","Delta Smelt",15.24,8.2,219,0.09,82,11,2.0204,"Y",68,NA,144,0.00684655554241366,0.33887128996306,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","N","Y","N","N","Y"
2012,1,2012-01-19,"715","FLaSH 392 SKT 2012-01-19 715 4104","Delta Smelt",15.24,8.2,219,0.09,82,11,1.5554,"Y",62,NA,164,0.00788104437526663,0.506689235905017,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y"
2012,1,2012-01-19,"716","FLaSH 393 SKT 2012-01-19 716 4106","Delta Smelt",9.144,8.2,246,0.11,81,12,1.7849,"Y",63,NA,167,0.005503,0.308308588716455,NA,NA,"Y","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y"
2012,1,2012-01-19,"716","FLaSH 394 SKT 2012-01-19 716 4105","Delta Smelt",9.144,8.2,246,0.11,81,12,2.1016,"Y",66,NA,171,0.0073506675372471,0.349765299640612,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"716","FLaSH 395 SKT 2012-01-19 716 4107","Delta Smelt",9.144,8.2,246,0.11,81,12,2.029,"Y",67,0.02584,131,0.00722215356222117,0.355946454520511,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"716","FLaSH 396 SKT 2012-01-19 716 4108","Delta Smelt",9.144,8.2,246,0.11,81,12,1.39,"Y",57,NA,121,0.0039715,0.285719424460432,NA,NA,"Y","N","N","N","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 397 SKT 2012-01-19 719 4109","Delta Smelt",10.9728,7.8,362,0.16,36,30,2.627,"Y",70,0.00786,46,0.0025781,0.0981385610963076,NA,NA,"N","N","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y"
2012,1,2012-01-19,"719","FLaSH 398 SKT 2012-01-19 719 4116","Delta Smelt",10.9728,7.8,362,0.16,36,30,2.1063,"Y",66,0.005,29,0.0018049,0.0856905474054028,NA,NA,"Y","N","N","Y","N","N","N","N","N","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 399 SKT 2012-01-19 719 4123","Delta Smelt",10.9728,7.8,362,0.16,36,30,2.0307,"Y",66,0.01053,54,0.0028454,0.140119170729305,NA,NA,"Y","N","N","Y","N","N","N","N","Y","N","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 400 SKT 2012-01-19 719 4143","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.8069,"Y",65,0.0065,73,0.0038919476012317,0.215393635576496,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 401 SKT 2012-01-19 719 4160","Delta Smelt",10.9728,7.8,362,0.16,36,30,2.5937,"Y",72,0.01072,51,0.00391283304347587,0.150859121852021,NA,NA,"Y","N","N","Y","N","N","N","N","N","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 402 SKT 2012-01-19 719 4168","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.4219,"Y",57,0.00263,49,0.0021852,0.153681693508686,NA,NA,"N","N","N","N","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 403 SKT 2012-01-19 719 4190","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.3209,"Y",57,0.00689,60,0.00375189800794465,0.284041033230725,NA,NA,"N","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 404 SKT 2012-01-19 719 4203","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.6169,"Y",61,0.00859,21,0.0006964,0.0430700723606902,NA,NA,"N","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","N","N"
2012,1,2012-01-19,"719","FLaSH 405 SKT 2012-01-19 719 4205","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.7736,"Y",65,0.00481,51,0.0029131,0.164247857465043,NA,NA,"N","N","N","N","N","N","N","Y","N","Y","Y","N","Y","N","Y"
