"Month","Year","Region","amphipod","mysid","acartela","allcopnaup","daphnia","eurytem","limno","othcalad","othcaladjuv","othclad","othcyc","other","pdiapfor","pdiapjuv","sino"
10,2012,"Top",0,1076.75700250722,0,7.93332041420535,10.9634886006976,0,0.52196509005703,1244.17961607474,1020.9954977412,750.362311964815,112.272575271946,0.336593002412764,2721.01157062151,2025.58125,1798.85102804675
10,2013,"Lower",0,249.668144985855,9.2115,103.2,0,0,26.2665,0,341.175,51.76,17.976,5.2,1759.191,4251.9525,1435.269
10,2013,"Middle",0.265793069369515,428.864866078121,0,88.625,0,0,55.8285,129,2188.725,825.5,34.944,3.35,4130.581,6280.725,5014.2345
10,2013,"Top",0.52587228227719,301.236054343011,0,28.98,0,0,4.381,202.4,1415.55,957.82,101.808,16.9,914.508,2751.95,2137.729
10,2014,"Lower",0.365513164620127,708.656051554281,13.3257272727273,2.52886109476128,0.064610891605505,0,0.457113587962269,0.0614312326434804,115.094980198044,74.2414714988174,9.67100322710489,4.36906530804568,1513.84776873111,1765.18727272727,467.467822700275
10,2014,"Middle",0,1814.68974012597,0,2.1158424712784,0,0,1.16938945122357,99.1400451845417,579.514599383743,319.264804582906,3.20011927161087,0.0735,1463.57349316743,1596.444375,906.488924403533
10,2014,"Top",0,1036.65024555666,0.8811,1.6077331158657,0.0234811608509459,0.99,0.266812860242036,81.7700408590513,260.639468401332,96.0550798040075,7.90214984861888,0.0183074158991791,407.812677634819,570.8485,52.9344386083929
10,2015,"Lower",1.87851570728018,1255.5362044278,47.0454,7.60163340322372,2.52308622402729,0,0.278711060222987,0,50.0677155987069,76.1294786143735,9.9456,2.43371636364151,3102.85359413094,3917.705,620.646767197185
10,2015,"Middle",1.60422521706386,447.070606364406,0,3.45277913788347,0,0,1.79936080648075,49.9,769.689717047123,580.014268603747,24.528,4.025,4549.38030850969,2752.5825,2366.20297120145
10,2015,"Top",0,44.6589242778649,0,2.24578311647856,0,0,1.59414974536029,389.520304446129,1039.38120179425,1160.00812259345,20.58,0.858296549947792,43.5670399634065,584.7175,153.257794171231
10,2016,"Lower",0,722.808007015835,7.2624,7.75439578690414,0.0594781147738421,2.16,1.35077950682048,0.0265050505461966,450.091960518642,63.7274727708923,20.6396324579837,3.29161164733822,1249.34670048867,2124.625,310.405860229689
10,2016,"Middle",0,2081.01901282383,0,10.7100464165775,3.5,0,9.95341335739137,302.683602693888,1295.81828607708,457.071693122045,245.970884848514,10.1466744588755,1149.59365208817,2377.05,862.279086959619
10,2016,"Top",0,2.16973637763317,0,9.14544518917955,3.42377899881591,0,2.30268137773551,164.890223105233,1232.25844135563,326.600359092875,22.6476772028774,1.19993412995955,234.907406586547,755.63625,536.489330387726
10,2017,"Lower",0,51.1377864082464,0,265.88420340975,2.9,0,391.419881515,0,216.0606198,51.56291609475,113.9983097274,7.418038001325,3747.7282124625,4115.712219075,1009.14756083625
10,2017,"Middle",0,90.4680300634348,1.47243774852545,313.771981200755,22.9836624472727,0,615.244511557,23.7234821581818,392.281368228,280.243661612745,28.9199320505455,12.1430553225673,4016.58853689927,2947.94428048591,602.71078938319
10,2017,"Top",0,0.986243808015076,0,30.97,96,0,7.631,74.8,1469.7,852.2,9.072,1.59,63.84,1572.05,582.769
10,2018,"Lower",1.32141141846637,562.789226855189,10.2344958289662,9.00453856499218,21.7358233313986,4.84605305123077,1.57108577496454,3.39527299169231,65.3764311096156,52.487300680247,31.263506160995,6.71182690453975,3243.24034916884,1414.57341375662,473.084527222368
10,2018,"Middle",0.762784408502156,607.751278939729,0.580089709909091,6.75400864666513,0,0,2.17739142732703,102.966224398794,974.528771292029,436.514086755325,72.7650766555718,8.78601545814811,2570.8125226515,1969.81235134591,2021.66132739435
10,2018,"Top",0,513.617871927905,0,16.2296351556362,175.516066916221,4.0330167775,0.969522889145127,1013.82579312815,2308.40057931152,2143.57946225525,781.745990814131,6.6633840737662,1059.81942654145,1735.79025901854,3458.17454003441
10,2019,"Lower",0.0624227164272012,53.2668645481959,0.4005,30.8077678237071,96.3656135045714,23.3705051950714,2.17971307476,13.4493268471429,166.611279162536,123.968788828286,193.88261851872,5.58061930979429,1640.8395112782,2089.10997626393,180.342536542512
10,2019,"Middle",0,2625.04306280655,0,30.5845135231,0,15.1035082296,11.974297329826,19.2999887664,946.1692057248,413.09180209164,369.31281137856,19.556380827072,3881.4366306716,4120.654159362,2010.81614415792
10,2019,"Top",0.147291501495206,169.701890046424,0,34.4889739924529,163.155581435059,40.2647073278824,5.87220107572647,39.9363472414118,1512.36033015097,1021.50543488359,104.471419442682,8.30544288157882,1573.0561483717,3293.95727634065,1311.25258485752
11,2011,"Lower",0,2933.64590228426,0,36.565,10.2,0,9.256,0,421.125,73.24,72.072,18.156,4502.582,394.7375,2039.18
11,2011,"Middle",0,1277.27583197938,0,9.445,0,0,2.405,0,716.85,14.85,65.688,7.966,2673.034,653.7175,3154.7615
11,2011,"Top",0,105.679561585766,0,35.7,74,0,1.196,49.2,2082.15,157.02,51.744,3.1,605.682,700.81,2151.369
11,2012,"Lower",0,877.535882681231,0,8.45,9.8,0,1.989,5.2,661.125,13.4,59.808,3.186,971.432,1982.485,2305.501
11,2012,"Middle",0,1248.78945227549,0,12.96,0,0,5.0505,603,1259.025,281.6,188.16,5.4,5508.461,4557.91,4282.278
11,2012,"Top",0,34.7117429301313,0,62.9,209.6,49.2,3.406,1454.4,4255.5,680.76,319.2,0.396,3076.024,7255.925,6210.974
11,2013,"Lower",1.02698225694769,83.530996694071,0,8.10908718766337,0,0,2.26855023069396,0,68.0877740058145,9.2058390291343,6.8544,2.10408726167921,138.457650347652,395.738,259.383968578606
11,2013,"Middle",0,1861.47836572003,0,12.3104030549048,0,0,27.7014814640033,12.7,466.637570789991,10.4604381477426,30.1955305220646,2.557,916.987862723036,745.43,1192.44932899966
11,2013,"Top",0.057139461339538,59.2251697606898,0,17.3770648439197,251.75696401877,0,23.8259261813385,101.668557065008,1749.4709221014,62.970465201825,35.9878812121769,1.3292715728782,540.733776538642,290.49,804.079524140977
11,2014,"Lower",0.8926053088566,1081.8345368282,2.67,6.62361599447733,2.01532773111623,0,3.37385683427502,0,160.085627690077,21.4520208840242,5.39065464244699,1.07519106576175,2047.93536673212,766.797,2113.85348644842
11,2014,"Middle",0.267710803975989,342.689893070747,0,2.03200932539994,0,0,2.24649632086284,69.2,573.548720612756,234.509409924163,69.9107742280296,1.11108538549698,1901.60457469947,532.6225,2493.85178471534
11,2014,"Top",0,553.79063594915,0,17.6399546965957,21.389007732671,0.0113071046775988,1.0421518764711,423.827704959754,898.237849524475,410.6339671158,11.9887856482335,0,85.4380202618284,266.94375,468.437295781594
11,2015,"Lower",0.948792208079022,1.8463336093363,120.5505,36.685,133.8,0,16.2955,0,59.85,367.09,55.44,1.958,2506.119,1749.15,1244.4795
11,2015,"Middle",0.107774004344005,233.571939513182,0,10.365,0,0,6.7535,26,389.85,54.74,48.384,2.4,2237.858,845.595,1584.7975
11,2015,"Top",0,2.05121086851139,0,5.83,0,0,2.964,588,2561.85,440.36,59.472,0,754.908,909.19,2013.264
11,2016,"Lower",0,1468.26944128022,6.141,18.875,0,0,2.327,14.6,300.6,146.89,85.848,18.628,1290.632,1086.5775,908.424
11,2016,"Middle",0,1657.3606507103,0,30.045,0,0,5.7265,262.2,1485,187.67,212.688,5.85,2180.801,1321.81,2460.8265
11,2016,"Top",0,4.93011746407556,0,11.48,48.4,0,0.78,712.8,5639.7,742.24,30.576,0.9,200.83,1066.165,2893.726
11,2017,"Lower",3.62116377633245,172.087582565152,1.09612130207625,16.6800165306481,9.3226782055,0,7.45583086350375,0,179.564959775451,103.555395998365,88.1326332944345,20.3313812158643,1839.01391133046,906.644595064312,288.802782892375
11,2017,"Middle",1.25543640033279,591.206491975856,13.1432129245714,73.8649476723115,9.97008661914286,0,580.523334702704,2.23182092231336,782.410220355413,91.6738745687114,180.06287592814,24.4892329328545,4645.20703274318,2889.71924275786,1870.27726385826
11,2017,"Top",0,61.4843439217337,0,37.8431996018686,22167.6075474543,0,826.590379807767,831.0064553,2776.18220485329,684.391313359496,270.262529842696,4.74811137920025,445.708254990934,406.79932215,5763.15252371471
11,2018,"Lower",0,4047.05511012171,5.215689418032,4.64309980521,140.7744232828,5.6779512222,0.361263180772,2.7789786272,58.39764819975,61.34288446628,61.22253945192,3.404267353452,2221.10692198766,543.7114649392,613.05037011108
11,2018,"Middle",1.53936879361201,551.146401817768,0,12.36858818212,4.7280591856,0,3.927347197618,1.229295388,646.3017189477,58.22273431496,69.503874980736,0.220295942288,1164.56774211355,1496.5127301802,1400.56929964072
11,2018,"Top",0,10.6206055675682,0,10.61313737874,2874.5545732952,0,4.947598701981,268.773666068,4683.757243629,2314.8522849577,81.249887694528,3.214838712244,257.134348733892,1025.67425647816,8201.78992917889
11,2019,"Middle",0.202169926695112,78.3965040463688,0,21.7570337965,0.1992258055,34.947864047625,3.2706681996625,4.77204844975,1122.18450558281,15.881067653,53.30541543894,5.47200173509,1106.8748519906,720.4693832275,1604.37910311689
12,2011,"Lower",0,34.0162400397083,0,2.12,10,0,0.0845,3.65,140.55,87.2,13.776,30.434,321.062,27.6,436.6505
12,2011,"Middle",0,455.103792361979,0,2.26,0,0,0.169,0,275.025,3.1,6.888,1.1,1659.574,145.245,1845.833
12,2011,"Top",0,8.86129288336418,0,63.65,44.8,0,0.481,14.8,2919.9,95.98,37.632,5.624,39.634,102.695,2449.744
12,2012,"Lower",0,59.8243502723815,0,1.5052403720174,30.08,0,0.278742440561811,10.72,73.1418135625911,110.845562579984,69.3504,7.90009834826644,145.47771603702,24.173,206.286118318191
12,2012,"Middle",0,551.866673298676,0,0.288754947042468,0,0,1.31821345757841,0,111.878419498767,3.3,2.8,0.00611624467062355,640.516845406348,74.8266666666667,709.135483609822
12,2012,"Top",0,18.2352031728134,0,9.78942830022886,21.4,0,3.14692516462453,107,936.982082959547,17.6244796708804,37.968,0.217335656362884,292.5335,87.515,929.239905978914
12,2013,"Lower",0,52.282808116485,0,4.39,37.4,0,4.0495,6.55,134.7,150.73,55.104,16.953,1546.657,100.165,623.007
12,2013,"Middle",0.458828233656227,94.2855640112526,4.539,8.895,0,0,72.306,0,1019.475,27.12,10.08,9.45,5889.506,318.665,3233.703
12,2013,"Top",2.53737123293166,89.9176508417919,0,9.34,373.6,0,64.259,313.6,5578.8,50.66,141.792,7.68,3743.95,1050.18,12456.389
12,2014,"Lower",2.29289849897639,2.19174312352669,0,13.9516971533815,132.595567917045,4.5,0.197813172566934,24,70.0585075654793,614.882069491695,105.68977846345,19.7397720609022,40.7531722716042,15.49625,15.8151187036318
12,2014,"Middle",0.526001256490439,215.533173900485,0,0.748464580123697,0,0,1.74604872348438,6.53593365191714,134.255218287859,1.50669917064896,5.04,2.33146122918193,2352.54729342815,109.211666666667,904.239682305888
12,2014,"Top",0.114278922679076,0.986023492815112,0,2.76558542008184,58.043474427341,47.775,3.8999066774106,380.213566018579,1386.0714247893,47.5703663769098,28.0938545554163,0.216244989588018,30.3040798620087,167.555,2598.43228989352
12,2015,"Lower",0,22.3982766861992,32.7075,100.74,106,0,76.3035,0,655.725,236.81,59.976,51.26,562.457,893.1475,928.7135
12,2015,"Middle",1.21301956017067,63.9852844864257,18.69,36.005,5.6,4.2,10.218,50.2,959.475,7.84,18.816,5.992,1584.828,809.14,1348.996
12,2015,"Top",0,12.7198915622558,0,50.63,0,14.1,6.76,359.6,3115.65,141.9,143.136,4.7,3863.916,1104.575,2936.351
12,2016,"Lower",1.08757770949342,78.2488423762368,2.136,1.6144835321047,0.626606899876455,0,0.104438398269079,2.4,15.6627331923703,47.7172464532396,29.7018724389645,2.89330058674858,223.120297172047,87.952,54.4328606351468
12,2016,"Middle",0.684225766739046,50.6595676688628,0,0.917025485115743,1.76607903881575,1.32,0.748227740822518,8.16,422.812214258939,8.3909510972648,10.2155303692022,1.76829312021513,280.099789885271,123.602,1001.4351410825
12,2016,"Top",0.559530431095816,0,0,0.267779682836814,56.6315309379406,0,2.8281192863611,297.773721969369,849.290109858971,52.7575904065492,19.4055782315558,0.000749398750562103,202.611351169738,170.9475,2476.42025317921
12,2017,"Lower",0,254.222944832092,0.9078,1.34627073451281,23.1566610645355,0,8.13632929181712e-05,4.08,25.3123119087039,67.4200284671613,43.7568228654967,2.08073527140403,805.668219445263,36.547,151.353175207169
12,2017,"Middle",0.653820883490782,366.808238725257,0,0.491443167534339,1.52,0,2.84475826207452,3.2,108.086636424117,7.64577931055833,13.2419744456226,5.47451771664328,1558.95404773356,54.142,721.139416995902
12,2017,"Top",0,870.620433027189,0,8.09465218031268,1560.35047346228,3.675,9.54558168520489,558.499705999188,1252.83910775281,425.707373801566,242.81926196955,0.381307104252781,1507.3144714654,244.7775,7020.0384331948
12,2018,"Middle",1.84768345792426,18.2166512595356,1.5486,0.309956013601319,0,0,1.3884,0,138.112129992393,6.01057537384764,9.8927639302335,3.19557427997932,2564.56677878226,171.856,1021.34505530855
12,2019,"Lower",0.117194355805544,17.4941369795544,0,1.035,77.6,23.7,0.2665,6,147.225,270.42,119.952,10.13,1590.281,115.9775,1135.0185
12,2019,"Middle",0.0871669085725413,23.4264818229333,0,0.69,325.4,20.7,3.1265,0,1277.4,97.05,11.76,19.358,1971.326,358.34,4853.6235
12,2019,"Top",0,0.394497523206031,0,6.51,6232,206.1,37.128,202.4,8469.45,1855.94,36.288,3.6,528.808,465.635,8369.504
1,2013,"Lower",NA,NA,0,0.292041196891531,0.151819370407993,0,0.00429630303697254,0.0406816464590856,0.011016161633263,0,0,0.167583344676708,0.016826646886886,0,0.212868963293418
1,2014,"Lower",NA,NA,0,0.0286602442615541,0,0.0112409812584316,0.0014613275635961,0,0.34501656856353,0.00911528287943329,0.184996680374775,0.030699801088368,0.188754482763411,0,1.95061901503463
1,2015,"Lower",NA,NA,0,0.000523154465531756,0.00525326034447189,0,4.53124825921274e-05,0,0.0132090866149742,0.00254474680931,0.0196572520635816,0.00468715860835145,0.154092668499269,0,0.252046677389951
1,2018,"Lower",NA,NA,0,0.00460371891105515,0.0479002827892289,0.0132767781417647,0,0,0.13729244233907,0.0934300498002187,0.0637463191000591,0.0055643161078484,0.366963017654203,0,0.305589588691768
1,2019,"Lower",NA,NA,0,0.00358644183342816,0.733049986833122,0,0,0,0.0442651042223837,0.239566304399926,0.213357949562477,0.0106633047218859,0.126732514898285,0,0.146624779187635
2,2013,"Lower",NA,NA,0,0.00873782499765462,0.0372915092541619,0,0,0,0.122468706527873,0.0404622846399435,0.011390861008544,0.00988870485755731,0.0471524877573858,0,0.328450451801509
2,2016,"Lower",NA,NA,0,0.014442550139718,0.178875717153401,0.122538486955986,0.00082710156040574,0,0.362668381004109,0.149589569174315,0.316460855820003,0.035539994097792,0.764998874300991,0,0.63875968075628
2,2017,"Lower",NA,NA,0,0.0206883531323482,0.218939981298325,0,0.00148517371846451,0,0.300789667447551,0.158877726218039,0.0377156131155709,0.0330298013580336,0.0133303543181263,0,0.932360141476802
2,2019,"Lower",NA,NA,0,0.012718171703174,0.682260207810002,0,0.000151632696699156,0,0.155401555279711,0.236902891990042,0.070293096841809,0.0364502679291442,0.00620527651107316,0,0.475976231096151
3,2013,"Lower",NA,NA,0,0.0628542481693303,0.0572044456030131,0,0.000747423813095886,0,2.4305958378842,0.136205356117809,0.083196673974716,0,0.307862041251476,0,7.21691119247016
3,2014,"Lower",NA,NA,0,0.0105019543707613,0.155160872821097,0,0.000317780755893121,0,0.645331119482228,0.100463294938208,0.02563715812186,0.0219160978339295,0.129588591928043,0,1.08694803060377
3,2015,"Lower",NA,NA,0,0.0109253880670122,0.0116294655605624,0.054009555863842,0.000800520525794249,0.00775297704037495,0.79504313749063,0.0401172607010249,0.034010068035824,0.0219574241925216,0.41497534613277,0,1.61719557724872
3,2016,"Lower",NA,NA,0,0.0432404649926124,0.0869287525113181,0.0347895179915765,0.00102803234315205,0,0.783214459965374,0.0791153698581006,0.0713022576645823,0.0745215066841536,0.126599428126626,0,0.829075231411415
3,2017,"Lower",NA,NA,0,0.11922192022031,2.21468417768932,0,0.169581475706203,0.113480382227976,6.27415247283716,0.246652352079623,0.354608676050073,0.127803144192452,0.0754644541816039,0,8.29456394585695
3,2018,"Lower",NA,NA,0,0.0115885997696205,0.167726902727112,0.0442777407006608,0,0.0140085551182684,0.300046573590184,0.145320429689524,0.06650611682837,0.0192669093123493,0.0818463341785513,0,0.645005991091642
3,2019,"Lower",NA,NA,0,0.0277139100738716,0.444949540899601,0,0.00397863708315144,0.224558634683459,0.50098233473797,1.17001139965534,0.655135568044658,0.0877397083784279,0,0,4.2858455432956
3,2021,"Lower",NA,NA,0,11.2985952595,102.520085086,1928.70504495,0,8.240544336,3585.81274953,113.264974061,57.93208773576,7.42883753568,112.16581361664,54.7455270955,1790.87279174375
4,2012,"Lower",NA,NA,0,0.0167384207076056,0.0226318422669756,0.0136379552032442,0.000938763543476715,0,0.571765099488134,0.0777429866255962,0.0991195343190529,0.0141065664238479,0.00711622607092909,0,3.5453463929402
4,2014,"Lower",NA,NA,0,0.0129433956378167,0.174033758228656,0.00562049062921578,0,0,0.871296162852374,0.069825228583624,0.0409171717806909,0.0179597842500303,0.419632276818115,0,4.50798336017272
4,2015,"Lower",NA,NA,0,0.0754822619642128,0.143219025206062,0.0219033825991497,0.00385317433271915,0,1.85477932134653,0.0539157158068849,0.0735953655331431,0.00197890011530546,4.87161955524819,0,5.93034667039938
4,2016,"Lower",NA,NA,0,0.34250265958421,4.12241497092508,0.054266806075187,0.0083568202934049,0,6.59080365533226,3.32520496014151,2.34466585499386,0.0156238513863292,10.71681662521,0,17.7330555278988
4,2017,"Lower",NA,NA,0,0.0146368362784976,0.487430899450205,0,0.0992192212733484,0,0.374936401022234,0.532729783016379,0.719468218645715,0.0767698651718191,0,0,0.78633640681099
4,2018,"Lower",NA,NA,0,0.0164351261606858,0.186721159656184,0.068781509517317,0,0.0127397787595558,0.576777424794232,0.401780608590593,0.205452260555717,0.034257336455755,0.0470551262761953,0,2.90315420153377
4,2019,"Lower",NA,NA,0,5.62051248638735,303.097948691778,53.8852020134588,1.9425523504377,36.6770540483229,909.531056343361,279.908757088042,162.618205877291,9.92844147395222,20.5278352783059,23.0480459464955,5138.13419420322
4,2020,"Lower",NA,NA,0.338395895503846,29.0042830763077,119.026973348923,387.360698582308,0.08718390787,9.25262588576923,631.208142917885,221.115818591615,130.0490992752,7.62731526879231,384.441943391466,482.763286236308,2916.87117696294
4,2021,"Lower",NA,NA,0,13.854445588325,80.582773771,1812.32571075,0.022001371998125,6.6064924916875,3129.21078680653,277.635686952075,111.9705738291,6.34578246727625,100.466935123616,137.100468721847,1394.52093548852
4,2022,"Lower",NA,NA,15.5807001385,10.8456402335333,3.890312144,1848.0707066,0.367552639956667,0,2066.016296792,23.4097833093333,77.1019616024,3.43018559488,385.864324089067,420.320190355,12353.5549676293
5,2012,"Lower",NA,NA,0,0.0110110574827251,0.0575347217220768,0.0199196800241324,0,0,1.47217298396065,0.0825323129859248,0.0260191246195162,0.0178302446152208,0.771129173450743,0,6.63951144189655
5,2013,"Lower",NA,NA,0,0.0475665997060611,0.097702393261472,0.125635836931525,0.00120622651198415,0,1.45021812209601,0.149616541106506,0.0842261336962835,0.00985840702214853,7.3497499304313,0,5.07626552407782
5,2014,"Lower",NA,NA,0,0.0686183339829205,0.0824338625618315,0,0.00864225978470812,0,3.50709549955598,0.0721296297416025,0,0.0163876584840662,3.77114433625505,0,10.4251014712102
5,2015,"Lower",NA,NA,0,0.18183263228019,0.104531518027124,0,0,0,4.78834082994929,0.314604732616929,0,0,5.99190946032862,0,3.93669825445904
5,2017,"Lower",NA,NA,0,0.0398403475545248,1.80867615538694,0,0.0344809499895118,0.181306149329541,1.47095752067835,2.19830985371004,0.684080880024274,0.255072956750937,0.114609172162782,0,4.43454628981929
5,2018,"Lower",NA,NA,0,0.107592276451928,0.202052056239758,0.256554653800851,0,0.0782736059035651,1.41720182734196,0.0991030923736817,0.00788840790065373,0.00740368401708214,0.827307936861267,0,5.09282022458528
5,2019,"Lower",NA,NA,0,31.2126323843271,846.341184481465,12.71831116925,0.106755490798092,34.1664737074167,403.413697711581,455.949819796032,484.738321066866,27.1534944011078,878.326580758668,405.375256995292,1994.1832998859
5,2020,"Lower",NA,NA,0,23.012144501025,22.6349279076667,65.184653722,0.477040178105833,22.4350843306667,590.183466082875,66.2732307757167,63.63568941212,3.04858952616333,3297.761562494,1611.64687535375,3891.45608335944
5,2021,"Lower",NA,NA,0,44.6140230928714,102.929273183429,699.779316907714,0.409693072712857,2.09417486342857,1046.66798572993,283.221635869743,309.946758888,7.32882124473143,3236.551959772,2359.53285976429,3386.98503623621
5,2022,"Lower",NA,NA,0,37.8274879301429,53.9832156382857,131.051314885714,0.0351851886471429,21.055043368,304.133264871429,125.600394185657,78.0616280544,2.48767827997714,1577.5993767018,1044.43816431,2919.95826072816
6,2011,"Lower",NA,NA,1.2905,31.5516666666667,81.7333333333333,3.35,4.46333333333333,11,1015.1,613.633333333333,95.536,14.7373333333333,4981.116,1188.62083333333,3439.61016666667
6,2012,"Lower",NA,NA,0,8.80016790891126,17.5189485730441,1.13333333333333,0.126495398432261,11.4666666666667,228.806212469084,108.078620859073,42.4853333333333,1.69750373650015,3958.37166170458,1045.89944444444,1613.5011867725
6,2013,"Lower",NA,NA,1.958,14.0700477588516,8.8,0,0.529603644918453,11.8444444444444,294.547116954177,109.735906838248,10.7583788821648,7.92063175120478,2722.53153790251,1623.78722222222,976.165921529095
6,2014,"Lower",NA,NA,4.628,6.99074154860881,24.1462460502661,2.76666666666667,0.0965648452800904,8.35555555555556,109.58707444571,96.8947038329144,15.9413333333333,6.18533333333333,4129.81049621651,2462.89111111111,347.598515368752
6,2015,"Lower",NA,NA,10.146,24.8416666666667,26,0,0.203666666666667,52.2,355.975,174.596666666667,1.736,5.03733333333333,4459.71166666667,4044.91416666667,883.985666666667
