"Year","Month","Region","Database","LogNumber","Project","Date","Station","SerialNumber","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","ForkLength","TotalBodyWeight","GutContents","acartela","allcopnaup","daphnia","eurytem","limno","othcalad","othcaljuv","othclad","othcyc","other","pdiapfor","pdiapjuv","sino","amphipod","mysids","SampleID"
2011,11,"Lower","FLaSH",181,"FMWT",2011-11-21,"719","2977",12.6,365,0.16,21,54.2,62,2.1959,"Y",0,0,0,0,0,0,0,0,20.16,0,276.64,5.75,146.63,0.0788957906623103,5.57627939934255,"FLaSH 181 FMWT 2011-11-21 719 2977"
2011,11,"Lower","FLaSH",182,"FMWT",2011-11-21,"719","2981",12.6,365,0.16,21,54.2,55,1.6939,"Y",0,0,0,0,0,0,0,0,6.72,0,130.34,1.15,57.97,0.0144039293256482,0,"FLaSH 182 FMWT 2011-11-21 719 2981"
2011,11,"Lower","FLaSH",184,"FMWT",2011-11-21,"719","2975",12.6,365,0.16,21,54.2,57,1.658,"Y",0,0,0,0,0,0,9.05,0,11.68,0,202.16,4.6,17.05,0,2.28910795602412,"FLaSH 184 FMWT 2011-11-21 719 2975"
2011,11,"Lower","FLaSH",199,"FMWT",2011-11-21,"719","2978",12.6,365,0.16,21,54.2,59,2.1329,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.565361320616,"FLaSH 199 FMWT 2011-11-21 719 2978"
2011,11,"Middle","FLaSH",171,"FMWT",2011-11-21,"797","3045",12.5,527,0.24,21,75.5,66,2.5463,"Y",21.36,0,0,0,0,0,0,0,6.72,0,58.52,0,3.41,0,3.45259155001707,"FLaSH 171 FMWT 2011-11-21 797 3045"
2011,11,"Middle","FLaSH",176,"FMWT",2011-11-21,"797","3043",12.5,527,0.24,21,75.5,61,2.1707,"Y",0,0,0,0,0,0,0,0,23.52,3,93.1,3.45,61.38,0,0.53092196233137,"FLaSH 176 FMWT 2011-11-21 797 3043"
2011,11,"Middle","FLaSH",177,"FMWT",2011-11-21,"797","3046",12.5,527,0.24,21,75.5,61,2.2084,"Y",0,0,0,0,0,0,1.81,0,6.72,0,53.2,4.6,20.46,0,1.06184392466274,"FLaSH 177 FMWT 2011-11-21 797 3046"
2011,11,"Middle","FLaSH",179,"FMWT",2011-11-21,"797","3042",12.5,527,0.24,21,75.5,59,1.9727,"Y",0,0,0,0,0,15,3.62,0,10.08,2,167.58,2.3,225.06,0,3.00426696595571,"FLaSH 179 FMWT 2011-11-21 797 3042"
2011,11,"Middle","FLaSH",183,"FMWT",2011-11-21,"797","3044",12.5,527,0.24,21,75.5,59,2.0651,"Y",0,0,0,0,0,0,0,0,6.72,1,23.94,0,3.41,0,6.72981605312488,"FLaSH 183 FMWT 2011-11-21 797 3044"
2011,11,"Middle","FLaSH",185,"FMWT",2011-11-21,"797","3041",12.5,527,0.24,21,75.5,86,5.6441,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.130378513646,"FLaSH 185 FMWT 2011-11-21 797 3041"
2011,11,"Middle","FLaSH",198,"FMWT",2011-11-21,"797","3040",12.5,527,0.24,21,75.5,87,6.686,"Y",0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,13.7001845045936,"FLaSH 198 FMWT 2011-11-21 797 3040"
2011,11,"Middle","FLaSH",200,"FMWT",2011-11-21,"797","3049",12.5,527,0.24,21,75.5,49,1.0661,"Y",0,0,0,0,0,0,1.81,0,6.72,0,119.7,5.75,27.28,0,0.713635583409469,"FLaSH 200 FMWT 2011-11-21 797 3049"
2011,12,"Lower","FLaSH",211,"FMWT",2011-12-16,"719","2061",8.9,309,0.13,32,37.8,64,2.0162,"Y",0,0,0,0,0,3,3.31,1,0,0,53.2,3.45,6.82,0.128489715052905,0,"FLaSH 211 FMWT 2011-12-16 719 2061"
2011,12,"Lower","FLaSH",212,"FMWT",2011-12-16,"719","2063",8.9,309,0.13,32,37.8,54,1.4678,"Y",0,0,0,0,0,3,3,0,0,0,45.22,0,13.64,0,0,"FLaSH 212 FMWT 2011-12-16 719 2063"
2011,12,"Lower","FLaSH",215,"FMWT",2011-12-16,"719","2060",8.9,309,0.13,32,37.8,70,2.4303,"Y",0,0,0,0,0,12,0,0,0,0,15.96,0,0,0.0495939243905945,4.14711149401543,"FLaSH 215 FMWT 2011-12-16 719 2060"
2011,12,"Lower","FLaSH",217,"FMWT",2011-12-16,"719","2062",8.9,309,0.13,32,37.8,65,2.1797,"Y",0,0,0,0,0,0,1.81,0,1.6,0,29.26,0,0,0,0,"FLaSH 217 FMWT 2011-12-16 719 2062"
2011,12,"Lower","FLaSH",218,"FMWT",2011-12-16,"719","2064",8.9,309,0.13,32,37.8,62,1.8818,"Y",0,0,0,0,0,6,0,0,11.68,0,127.68,1.15,10.23,0.208783639443499,0,"FLaSH 218 FMWT 2011-12-16 719 2064"
2011,12,"Lower","FLaSH",220,"FMWT",2011-12-16,"719","2059",8.9,309,0.13,32,37.8,53,1.1521,"Y",0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,"FLaSH 220 FMWT 2011-12-16 719 2059"
2011,12,"Middle","FLaSH",214,"FMWT",2011-12-16,"797","2076",9.1,517,0.23395642,17,72.7,68,2.4489,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FLaSH 214 FMWT 2011-12-16 797 2076"
2011,12,"Middle","FLaSH",219,"FMWT",2011-12-16,"797","2075",9.1,517,0.23,17,72.7,67,2.5853,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63645299657159,"FLaSH 219 FMWT 2011-12-16 797 2075"
2012,1,"Lower","FLaSH",387,"SKT",2012-01-19,"713","4100",8.2,225,0.1,63,11,68,2.0371,"Y",0,0,88,0,0,29,1.81,4.6,35.04,0,0,0,6.82,0,0,"FLaSH 387 SKT 2012-01-19 713 4100"
2012,1,"Lower","FLaSH",388,"SKT",2012-01-19,"713","4098",8.2,225,0.1,63,11,68,2.2817,"Y",0,0,64,0,0,42,0,21,80.48,0,0,0,0,0.144093720617238,0,"FLaSH 388 SKT 2012-01-19 713 4098"
2012,1,"Lower","FLaSH",389,"SKT",2012-01-19,"713","4101",8.2,225,0.1,63,11,65,1.981,"Y",0,0,132,0,0,21,5.4,26,83.36,0,0,0,13.64,0,0,"FLaSH 389 SKT 2012-01-19 713 4101"
2012,1,"Lower","FLaSH",390,"SKT",2012-01-19,"715","4102",8.2,219,0.09,82,11,67,2.0271,"Y",0,0,120,0,0,6,0,8,68.32,0,5.32,0,0,0,0,"FLaSH 390 SKT 2012-01-19 715 4102"
2012,1,"Lower","FLaSH",391,"SKT",2012-01-19,"715","4103",8.2,219,0.09,82,11,68,2.0204,"Y",0,0,200,0,0,92,3.6,64.6,0,0,0,0,3.41,0.95661727687371,0,"FLaSH 391 SKT 2012-01-19 715 4103"
2012,1,"Lower","FLaSH",392,"SKT",2012-01-19,"715","4104",8.2,219,0.09,82,11,62,1.5554,"Y",0,0,320,0,0,58,1.8,11,133.12,1,7.98,0,13.64,0.56563474484136,0,"FLaSH 392 SKT 2012-01-19 715 4104"
2012,1,"Lower","FLaSH",397,"SKT",2012-01-19,"719","4109",7.8,362,0.16,36,30,70,2.627,"Y",0,0,0,6,0,0,1.5,1,36.8,0,10.64,1.15,85.25,0,0,"FLaSH 397 SKT 2012-01-19 719 4109"
2012,1,"Lower","FLaSH",398,"SKT",2012-01-19,"719","4116",7.8,362,0.16,36,30,66,2.1063,"Y",0,0,4,0,0,0,0,1,3.36,0,18.62,0,61.38,0.0307,0,"FLaSH 398 SKT 2012-01-19 719 4116"
2012,1,"Lower","FLaSH",399,"SKT",2012-01-19,"719","4123",7.8,362,0.16,36,30,66,2.0307,"Y",0,0,4,0,0,0,7.24,0,14.88,0,58.52,0,57.97,0.1228,0,"FLaSH 399 SKT 2012-01-19 719 4123"
2012,1,"Lower","FLaSH",400,"SKT",2012-01-19,"719","4143",7.8,362,0.16,36,30,65,1.8069,"Y",0,0,4,3,0,3,16.29,2.6,21.28,0,13.3,0,139.81,0.0890418197217497,0,"FLaSH 400 SKT 2012-01-19 719 4143"
2012,1,"Lower","FLaSH",401,"SKT",2012-01-19,"719","4160",7.8,362,0.16,36,30,72,2.5937,"Y",0,0,4,0,0,0,0,1,14.88,0,26.6,0,105.71,1.00887231593437,0,"FLaSH 401 SKT 2012-01-19 719 4160"
2012,1,"Lower","FLaSH",402,"SKT",2012-01-19,"719","4168",7.8,362,0.16,36,30,57,1.4219,"Y",0,0,0,0,0,39,7.24,1,14.88,0,39.9,0,34.1,0,0,"FLaSH 402 SKT 2012-01-19 719 4168"
2012,1,"Lower","FLaSH",403,"SKT",2012-01-19,"719","4190",7.8,362,0.16,36,30,57,1.3209,"Y",0,0,0,0,0,3,3.62,1,11.68,0,26.6,0,139.81,0.0495939243905945,0,"FLaSH 403 SKT 2012-01-19 719 4190"
2012,1,"Lower","FLaSH",404,"SKT",2012-01-19,"719","4203",7.8,362,0.16,36,30,61,1.6169,"Y",0,0,0,0,0,9,1.4,2,21.44,1,13.3,0,0,0,0,"FLaSH 404 SKT 2012-01-19 719 4203"
2012,1,"Lower","FLaSH",405,"SKT",2012-01-19,"719","4205",7.8,362,0.16,36,30,65,1.7736,"Y",0,0,0,0,0,9,0,2,14.88,0,37.24,0,88.66,0,0,"FLaSH 405 SKT 2012-01-19 719 4205"
2012,1,"Lower","FLaSH",406,"SKT",2012-01-19,"719","4210",7.8,362,0.16,36,30,64,1.7917,"Y",0,0,0,0,0,12,1.5,0,6.56,0,42.56,0,109.12,0,0,"FLaSH 406 SKT 2012-01-19 719 4210"
2012,1,"Lower","FLaSH",589,"SKT",2012-01-19,"719","4226",7.8,362,0.16,36,30,57,1.2357,"Y",0,0,0,0,0,3,3.62,5,11.52,0,21.28,0,75.02,0.099187848781189,0,"FLaSH 589 SKT 2012-01-19 719 4226"
2012,1,"Lower","FLaSH",590,"SKT",2012-01-19,"719","4124",7.8,362,0.16,36,30,69,3.0573,"Y",0,0,4,0,0,0,0,1,3.36,0,34.58,0,88.66,0.0394478953311552,0,"FLaSH 590 SKT 2012-01-19 719 4124"
2012,1,"Lower","FLaSH",591,"SKT",2012-01-19,"719","4188",7.8,362,0.16,36,30,58,1.2409,"Y",0,0,0,0,0,3,0,3,4.96,0,47.88,0,71.61,0.099187848781189,0,"FLaSH 591 SKT 2012-01-19 719 4188"
2012,1,"Lower","FLaSH",592,"SKT",2012-01-19,"719","4186",7.8,362,0.16,36,30,57,1.5627,"Y",0,0,0,3,0,3,9.05,1,29.44,0,42.56,0,143.22,0.233244854967285,0,"FLaSH 592 SKT 2012-01-19 719 4186"
2012,1,"Lower","FLaSH",593,"SKT",2012-01-19,"719","4167",7.8,362,0.16,36,30,57,1.4522,"Y",0,0,0,0,0,0,0,0,4.96,0,7.98,0,27.28,0,0,"FLaSH 593 SKT 2012-01-19 719 4167"
2012,1,"Lower","FLaSH",699,"SKT",2012-01-19,"719","4121",7.8,362,0.16,36,30,67,2.2,"Y",0,0,0,0,0,48,0,3,16.64,0,18.62,0,47.74,0.0394478953311552,0,"FLaSH 699 SKT 2012-01-19 719 4121"
2012,1,"Lower","FLaSH",700,"SKT",2012-01-19,"719","4144",7.8,362,0.16,36,30,57,1.4428,"Y",0,0,0,0,0,24,7.24,5,15.04,1,42.56,0,136.4,0,0,"FLaSH 700 SKT 2012-01-19 719 4144"
2012,1,"Lower","FLaSH",701,"SKT",2012-01-19,"719","4152",7.8,362,0.16,36,30,60,1.4119,"Y",0,0,0,3,0,39,0,2.6,26.24,0.28,31.92,0,68.2,0,0,"FLaSH 701 SKT 2012-01-19 719 4152"
2012,1,"Lower","FLaSH",702,"SKT",2012-01-19,"719","4218",7.8,362,0.16,36,30,63,1.7099,"Y",0,0,0,0,0,9,3.62,2,8.32,0,31.92,0,37.51,0,0,"FLaSH 702 SKT 2012-01-19 719 4218"
2012,1,"Lower","FLaSH",703,"SKT",2012-01-19,"719","4222",7.8,362,0.16,36,30,55,1.2391,"Y",0,0,0,6,0,9,0,1,6.56,0,37.24,0,44.33,0,0,"FLaSH 703 SKT 2012-01-19 719 4222"
2012,1,"Lower","FLaSH",704,"SKT",2012-01-19,"719","4223",7.8,362,0.16,36,30,57,1.4418,"Y",0,0,0,0,0,9,0,1,3.36,0,23.94,0,71.61,0.0326,0,"FLaSH 704 SKT 2012-01-19 719 4223"
2012,2,"Lower","FLaSH",476,"SKT",2012-02-15,"719","4461",10.6,386,0.17,36,31,62,2.0479,"Y",0,0,92,12,0,27,0,6,126.72,0,63.84,0,47.74,0,0,"FLaSH 476 SKT 2012-02-15 719 4461"
2012,2,"Lower","FLaSH",477,"SKT",2012-02-15,"719","4464",10.6,386,0.17,36,31,68,2.1077,"Y",0,0,12,3,0,12,0,0,0,0,5.32,0,3.41,0,0,"FLaSH 477 SKT 2012-02-15 719 4464"
2012,2,"Lower","FLaSH",478,"SKT",2012-02-15,"719","4472",10.6,386,0.17,36,31,65,1.6184,"Y",0,0,44,0,0,10,0,8,49.28,0,95.76,0,71.61,0.0307,0,"FLaSH 478 SKT 2012-02-15 719 4472"
2012,2,"Lower","FLaSH",479,"SKT",2012-02-15,"719","4475",10.6,386,0.17,36,31,65,2.3678,"Y",0,0,80,9,0,7,0,12,78.56,0,69.16,0,23.87,0,0,"FLaSH 479 SKT 2012-02-15 719 4475"
2012,2,"Lower","FLaSH",480,"SKT",2012-02-15,"719","4476",10.6,386,0.17,36,31,58,1.4522,"Y",0,0,76,0,0,3,1.81,1,72.48,0,50.54,0,109.12,0.0232686443616829,0,"FLaSH 480 SKT 2012-02-15 719 4476"
2012,2,"Lower","FLaSH",481,"SKT",2012-02-15,"719","4481",10.6,386,0.17,36,31,64,2.3325,"Y",0,0,44,0,0,17,0,2,33.44,0.28,85.12,0,47.74,0,0,"FLaSH 481 SKT 2012-02-15 719 4481"
2012,2,"Lower","FLaSH",482,"SKT",2012-02-15,"719","4489",10.6,386,0.17,36,31,53,1.3069,"Y",0,0,20,3,0,6,16.29,2,1.6,0,10.64,0,327.36,0.0394478953311552,0,"FLaSH 482 SKT 2012-02-15 719 4489"
2012,2,"Lower","FLaSH",483,"SKT",2012-02-15,"719","4495",10.6,386,0.17,36,31,64,1.7942,"Y",0,0,52,0,0,13,0,4,46.56,0,21.28,0,688.82,0,0,"FLaSH 483 SKT 2012-02-15 719 4495"
2012,2,"Lower","FLaSH",484,"SKT",2012-02-15,"719","4511",10.6,386,0.17,36,31,70,2.8629,"Y",0,0,12,0,0,12,5.43,2,104.64,0,63.84,0,317.13,0.021,0,"FLaSH 484 SKT 2012-02-15 719 4511"
2012,2,"Lower","FLaSH",485,"SKT",2012-02-15,"719","4512",10.6,386,0.17,36,31,72,2.7693,"Y",0,0,20,0,0,40,0,0,30.08,0,34.58,1.15,126.17,0,0,"FLaSH 485 SKT 2012-02-15 719 4512"
2012,2,"Lower","FLaSH",600,"SKT",2012-02-15,"719","4492",10.6,386,0.17,36,31,69,2.0926,"Y",0,0,72,3,0,45,0,1,118.56,0,130.34,0,112.53,0,0,"FLaSH 600 SKT 2012-02-15 719 4492"
2012,2,"Lower","FLaSH",601,"SKT",2012-02-15,"719","4485",10.6,386,0.17,36,31,58,1.5401,"Y",0,0,24,0,0,3,0,4,20,1,37.24,0,54.56,0,0,"FLaSH 601 SKT 2012-02-15 719 4485"
2012,2,"Lower","FLaSH",602,"SKT",2012-02-15,"719","4490",10.6,386,0.17,36,31,58,1.8045,"Y",0,0,88,3,0,46,0,1.6,137.28,0,47.88,0,98.89,0.0307,0,"FLaSH 602 SKT 2012-02-15 719 4490"
2012,3,"Lower","FLaSH",507,"SKT",2012-03-08,"713","4613",10.7,274,0.12,35,37,67,2.1534,"Y",0,0,8,0,0,8,0,0,26.88,0,5.32,0,3.41,2.75182521131382,0,"FLaSH 507 SKT 2012-03-08 713 4613"
2012,3,"Lower","FLaSH",508,"SKT",2012-03-08,"713","4616",10.7,274,0.12,35,37,61,2.5876,"Y",0,0,12,0,0,4,0,7.6,127.36,0,2.66,0,0,2.63040925564233,0,"FLaSH 508 SKT 2012-03-08 713 4616"
2012,3,"Lower","FLaSH",509,"SKT",2012-03-08,"713","4621",10.7,274,0.12,35,37,67,2.4666,"Y",0,0,8,0,0,20,0,6,99.52,0,2.66,0,3.41,0.176879134065986,0,"FLaSH 509 SKT 2012-03-08 713 4621"
2012,3,"Lower","FLaSH",510,"SKT",2012-03-08,"713","4619",10.7,274,0.12,35,37,64,1.8466,"Y",0,0,12,0,0,18,0,2,79.84,0,2.66,0,3.41,2.41509449667981,0,"FLaSH 510 SKT 2012-03-08 713 4619"
2012,3,"Lower","FLaSH",511,"SKT",2012-03-08,"713","4625",10.7,274,0.12,35,37,68,2.2155,"Y",0,0.07,0,3,0,4,1.8,6,99.84,1,0,0,6.82,0.0612169768588968,0,"FLaSH 511 SKT 2012-03-08 713 4625"
2012,3,"Lower","FLaSH",512,"SKT",2012-03-08,"713","4626",10.7,274,0.12,35,37,69,2.4134,"Y",0,0,8,0,0,11,0,3,69.92,0,10.64,0,47.74,0.335463241413616,0,"FLaSH 512 SKT 2012-03-08 713 4626"
2012,3,"Lower","FLaSH",513,"SKT",2012-03-08,"713","4632",10.7,274,0.12,35,37,66,2.3058,"Y",0,0,16,0,0,11,0,1,66.56,0,2.66,0,10.23,0.122433953717794,0,"FLaSH 513 SKT 2012-03-08 713 4632"
2012,3,"Lower","FLaSH",514,"SKT",2012-03-08,"713","4634",10.7,274,0.12,35,37,65,2.1541,"Y",0,0,8,0,0,4,0,2,26.72,0,0,0,3.41,0,0,"FLaSH 514 SKT 2012-03-08 713 4634"
2012,3,"Lower","FLaSH",515,"SKT",2012-03-08,"713","4636",10.7,274,0.12,35,37,71,2.8943,"Y",0,0,0,0,0,10,0,5.6,24.8,0.56,10.64,0,6.82,2.14374990700619,0,"FLaSH 515 SKT 2012-03-08 713 4636"
2012,3,"Lower","FLaSH",516,"SKT",2012-03-08,"713","4628",10.7,274,0.12,35,37,66,1.8901,"Y",0,0,0,0,0,3,1.5,4,89.28,0,7.98,0,20.46,0.122433953717794,0,"FLaSH 516 SKT 2012-03-08 713 4628"
2012,3,"Lower","FLaSH",517,"SKT",2012-03-08,"715","4640",10.9,315,0.14,32,43,65,1.9781,"Y",0,0,0,0,0,22,0,0,33.12,0.28,5.32,0,10.23,0.0232686443616829,0,"FLaSH 517 SKT 2012-03-08 715 4640"
2012,3,"Lower","FLaSH",518,"SKT",2012-03-08,"713","4635",10.7,274,0.12,35,37,69,2.8582,"Y",0,0,12,3,0,7,1.8,7,64.8,0,7.98,0,6.82,0.0790835853361881,0,"FLaSH 518 SKT 2012-03-08 713 4635"
2012,3,"Lower","FLaSH",519,"SKT",2012-03-08,"713","4633",10.7,274,0.12,35,37,65,NA,"Y",0,0,8,0,0,11,0,4,81.76,0,5.32,0,0,0.145802757269419,0,"FLaSH 519 SKT 2012-03-08 713 4633"
2012,3,"Lower","FLaSH",520,"SKT",2012-03-08,"715","4641",10.9,315,0.14,32,43,64,2.1845,"Y",0,0,16,0,0,0,0,2,36.64,0,2.66,0,3.41,0.0743935435834784,0,"FLaSH 520 SKT 2012-03-08 715 4641"
2012,3,"Lower","FLaSH",521,"SKT",2012-03-08,"713","4627",10.7,274,0.12,35,37,69,2.178,"Y",0,0,36,0,0,160,0,11,75.68,0,10.64,0,23.87,0.1535,0,"FLaSH 521 SKT 2012-03-08 713 4627"
2012,3,"Lower","FLaSH",522,"SKT",2012-03-08,"715","4642",10.9,315,0.14,32,43,73,2.8954,"Y",0,0,32,0,0,41,0,8,88.48,0,10.64,0,17.05,0.0465372887233658,0,"FLaSH 522 SKT 2012-03-08 715 4642"
2012,3,"Lower","FLaSH",523,"SKT",2012-03-08,"715","4645",10.9,315,0.14,32,43,67,2.4663,"Y",0,0,4,0,0,0,0,1,14.88,0,5.32,0,6.82,3.18986791402591,0,"FLaSH 523 SKT 2012-03-08 715 4645"
2012,3,"Lower","FLaSH",524,"SKT",2012-03-08,"715","4646",10.9,315,0.14,32,43,68,2.2434,"Y",0,0,4,0,0,34,0,6,0,0,2.66,0,47.74,0.0728625687522774,0,"FLaSH 524 SKT 2012-03-08 715 4646"
2012,3,"Lower","FLaSH",525,"SKT",2012-03-08,"715","4649",10.9,315,0.14,32,43,63,2.0413,"Y",0,0,4,3,0,10,0,7,56,0,2.66,0,17.05,0.0614,0,"FLaSH 525 SKT 2012-03-08 715 4649"
2012,3,"Lower","FLaSH",526,"SKT",2012-03-08,"715","4651",10.9,315,0.14,32,43,65,1.941,"Y",0,0,0,0,0,0,0,1,8.32,0,0,0,3.41,0.777663281872217,0,"FLaSH 526 SKT 2012-03-08 715 4651"
2012,3,"Lower","FLaSH",527,"SKT",2012-03-08,"715","4653",10.9,315,0.14,32,43,68,2.1167,"Y",0,0,28,0,0,16,0,6.6,85.12,0,15.96,0,47.74,0.116343221808415,0,"FLaSH 527 SKT 2012-03-08 715 4653"
2012,3,"Lower","FLaSH",528,"SKT",2012-03-08,"715","4657",10.9,315,0.14,32,43,68,2.6595,"Y",0,0,44,0,0,39,0,5,91.52,0,5.32,0,20.46,0.0465372887233658,0,"FLaSH 528 SKT 2012-03-08 715 4657"
2012,3,"Lower","FLaSH",529,"SKT",2012-03-08,"715","4661",10.9,315,0.14,32,43,66,2.0696,"Y",0,0,8,0,0,0,0,4,18.24,0,0,0,3.41,0,0,"FLaSH 529 SKT 2012-03-08 715 4661"
2012,3,"Lower","FLaSH",540,"SKT",2012-03-08,"719","4706",11.9,554,0.25,25,40,65,2.0806,"Y",0,0,0,0,0,0,14.48,0,1.6,0,7.98,0,630.85,0.123911589819956,0,"FLaSH 540 SKT 2012-03-08 719 4706"
2012,3,"Lower","FLaSH",542,"SKT",2012-03-08,"719","4709",11.9,554,0.25,25,40,64,2.265,"Y",0,0,0,0,0,16,14.48,0,19.84,0,5.32,0,358.05,0,0,"FLaSH 542 SKT 2012-03-08 719 4709"
2012,3,"Lower","FLaSH",543,"SKT",2012-03-08,"719","4710",11.9,554,0.25,25,40,73,2.4497,"Y",0,0,4,0,0,36,0,0,40.96,12,7.98,0,416.02,0,0,"FLaSH 543 SKT 2012-03-08 719 4710"
2012,3,"Lower","FLaSH",544,"SKT",2012-03-08,"719","4716",11.9,554,0.25,25,40,56,1.5168,"Y",0,0,0,3,0,46,7.24,0,0,0,0,0,300.08,0,0,"FLaSH 544 SKT 2012-03-08 719 4716"
2012,3,"Lower","FLaSH",545,"SKT",2012-03-08,"719","4717",11.9,554,0.25,25,40,62,1.7033,"Y",0,0,0,0,0,18,0,0,19.68,0,0,0,375.1,0,0,"FLaSH 545 SKT 2012-03-08 719 4717"
2012,3,"Lower","FLaSH",546,"SKT",2012-03-08,"719","4718",11.9,554,0.25,25,40,70,2.2856,"Y",0,0,0,0,0,0,0,0,4.96,1,0,0,34.1,0,0,"FLaSH 546 SKT 2012-03-08 719 4718"
2012,3,"Lower","FLaSH",547,"SKT",2012-03-08,"719","4721",11.9,554,0.25,25,40,64,1.8716,"Y",0,0,0,15,0,24,0,1.2,44.64,1,180.88,0,317.13,0,0,"FLaSH 547 SKT 2012-03-08 719 4721"
2012,3,"Lower","FLaSH",548,"SKT",2012-03-08,"719","4722",11.9,554,0.25,25,40,62,1.7456,"Y",0,0,0,0,0,0,0,0,3.36,0,2.66,0,40.92,0,0,"FLaSH 548 SKT 2012-03-08 719 4722"
2012,3,"Lower","FLaSH",549,"SKT",2012-03-08,"719","4725",11.9,554,0.25,25,40,63,1.8004,"Y",0,0,0,0,0,0,7.24,1,6.4,0,0,0,627.44,0,0,"FLaSH 549 SKT 2012-03-08 719 4725"
2012,3,"Lower","FLaSH",550,"SKT",2012-03-08,"719","4734",11.9,554,0.25,25,40,64,1.1418,"Y",0,0,0,0,0,24,1.81,0,8.32,0,13.3,0,85.25,7.22960296684095,0,"FLaSH 550 SKT 2012-03-08 719 4734"
2012,3,"Lower","FLaSH",551,"SKT",2012-03-08,"719","4726",11.9,554,0.25,25,40,58,1.8858,"Y",0,0,0,0,0,0,1.4,1,13.12,0,0,0,276.21,0,0,"FLaSH 551 SKT 2012-03-08 719 4726"
