"","Region","TowType","Month","Year","MonthYear","IBMR","BPUE","CPUE"
"54","Lower","Bottom",7,2019,2018.5,"allcopnaup",10.1232630623333,101.232630623333
"55","Lower","Bottom",7,2019,2018.5,"daphnia",0,0
"56","Lower","Bottom",7,2019,2018.5,"eurytem",0,0
"57","Lower","Bottom",7,2019,2018.5,"limno",0.14171276223,1.090098171
"58","Lower","Bottom",7,2019,2018.5,"othcalad",3.44470762,0.861176905
"59","Lower","Bottom",7,2019,2018.5,"othcaladjuv",388.4519396075,258.967959738333
"60","Lower","Bottom",7,2019,2018.5,"othclad",49.9742526102667,51.0992334026667
"61","Lower","Bottom",7,2019,2018.5,"othcyc",34.9161096256,10.3916992933333
"62","Lower","Bottom",7,2019,2018.5,"other",4.147675974,12.010018896
"63","Lower","Bottom",7,2019,2018.5,"pdiapfor",6416.1058143,2412.069855
"64","Lower","Bottom",7,2019,2018.5,"pdiapjuv",5038.6812264,4381.461936
"65","Lower","Bottom",7,2019,2018.5,"sino",1435.3612426824,420.92705064
"66","Lower","Bottom",7,2020,2019.5,"acartela",13.93870289414,5.22048797533333
"67","Lower","Bottom",7,2020,2019.5,"allcopnaup",14.3335110625,143.335110625
"68","Lower","Bottom",7,2020,2019.5,"daphnia",27.7897709673333,6.94744274183333
"69","Lower","Bottom",7,2020,2019.5,"eurytem",1.766543401,0.588847800333333
"70","Lower","Bottom",7,2020,2019.5,"limno",0.288630421148333,2.22023400883333
"71","Lower","Bottom",7,2020,2019.5,"othcalad",4.871962336,1.62398744533333
"72","Lower","Bottom",7,2020,2019.5,"othcaladjuv",200.5788826995,133.719255133
"73","Lower","Bottom",7,2020,2019.5,"othclad",387.359343823933,388.930810207
"74","Lower","Bottom",7,2020,2019.5,"othcyc",48.96091267424,14.5717002006667
"75","Lower","Bottom",7,2020,2019.5,"other",4.9392601816,12.696902291
"76","Lower","Bottom",7,2020,2019.5,"pdiapfor",2366.78244207533,889.767835366667
"77","Lower","Bottom",7,2020,2019.5,"pdiapjuv",4228.02601649167,3676.54436216667
"78","Lower","Bottom",7,2020,2019.5,"sino",461.951830989917,135.469745158333
"79","Lower","Bottom",7,2021,2020.5,"acartela",30.56877316905,11.448978715
"80","Lower","Bottom",7,2021,2020.5,"allcopnaup",32.2522894402,322.522894402
"81","Lower","Bottom",7,2021,2020.5,"daphnia",4.820622617,1.20515565425
"82","Lower","Bottom",7,2021,2020.5,"eurytem",4.20346300875,1.40115433625
"83","Lower","Bottom",7,2021,2020.5,"limno",0.865726733495,6.6594364115
"84","Lower","Bottom",7,2021,2020.5,"othcalad",51.42887285,12.8572182125
"85","Lower","Bottom",7,2021,2020.5,"othcaladjuv",364.249504830375,242.83300322025
"86","Lower","Bottom",7,2021,2020.5,"othclad",286.87858386925,286.87858386925
"87","Lower","Bottom",7,2021,2020.5,"othcyc",12.65505433332,3.76638521825
"88","Lower","Bottom",7,2021,2020.5,"other",3.72085688796,8.0501503145
"89","Lower","Bottom",7,2021,2020.5,"pdiapfor",3385.8072879155,1272.859882675
"90","Lower","Bottom",7,2021,2020.5,"pdiapjuv",4879.96045625,4243.443875
"91","Lower","Bottom",7,2021,2020.5,"sino",1383.03671435124,405.58261417925
"92","Lower","Bottom",7,2022,2021.5,"acartela",22.978393937505,8.6061400515
"93","Lower","Bottom",7,2022,2021.5,"allcopnaup",8.121388051425,81.21388051425
"94","Lower","Bottom",7,2022,2021.5,"daphnia",1.680987512,0.420246878
"95","Lower","Bottom",7,2022,2021.5,"eurytem",0,0
"96","Lower","Bottom",7,2022,2021.5,"limno",0.611416939445,4.7032072265
"97","Lower","Bottom",7,2022,2021.5,"othcalad",14.258474244,3.6696802805
"98","Lower","Bottom",7,2022,2021.5,"othcaladjuv",326.138530404,217.425686936
"99","Lower","Bottom",7,2022,2021.5,"othclad",105.57812267165,106.73496692125
"100","Lower","Bottom",7,2022,2021.5,"othcyc",52.0972840416,15.50514406
"101","Lower","Bottom",7,2022,2021.5,"other",0.89092338122,2.1012343895
"102","Lower","Bottom",7,2022,2021.5,"pdiapfor",5057.199963109,1901.20299365
"103","Lower","Bottom",7,2022,2021.5,"pdiapjuv",2384.2414269625,2073.25341475
"104","Lower","Bottom",7,2022,2021.5,"sino",1560.40041767934,457.5954304045
"105","Lower","Bottom",8,2019,2018.41666666667,"acartela",0,0
"106","Lower","Bottom",8,2019,2018.41666666667,"allcopnaup",17.02725398522,170.2725398522
"107","Lower","Bottom",8,2019,2018.41666666667,"daphnia",22.2112920264,5.5528230066
"108","Lower","Bottom",8,2019,2018.41666666667,"eurytem",0,0
"109","Lower","Bottom",8,2019,2018.41666666667,"limno",0,0
"110","Lower","Bottom",8,2019,2018.41666666667,"othcalad",0,0
"111","Lower","Bottom",8,2019,2018.41666666667,"othcaladjuv",77.7924486942,51.8616324628
"112","Lower","Bottom",8,2019,2018.41666666667,"othclad",225.84350563552,227.5624403452
"113","Lower","Bottom",8,2019,2018.41666666667,"othcyc",12.425928188352,3.6981929132
"114","Lower","Bottom",8,2019,2018.41666666667,"other",4.796629591888,12.8546145288
"115","Lower","Bottom",8,2019,2018.41666666667,"pdiapfor",3041.9362804012,1143.58506782
"116","Lower","Bottom",8,2019,2018.41666666667,"pdiapjuv",5565.75434896,4839.7863904
"117","Lower","Bottom",8,2019,2018.41666666667,"sino",56.393744051458,16.5377548538
"118","Lower","Bottom",8,2020,2019.41666666667,"acartela",29.29504180501,10.9719257696667
"119","Lower","Bottom",8,2020,2019.41666666667,"allcopnaup",11.3007581359667,113.007581359667
"120","Lower","Bottom",8,2020,2019.41666666667,"daphnia",78.5091573933333,19.6272893483333
"121","Lower","Bottom",8,2020,2019.41666666667,"eurytem",0,0
"122","Lower","Bottom",8,2020,2019.41666666667,"limno",0,0
"123","Lower","Bottom",8,2020,2019.41666666667,"othcalad",0,0
"124","Lower","Bottom",8,2020,2019.41666666667,"othcaladjuv",3.63342283099996,2.42228188733331
"125","Lower","Bottom",8,2020,2019.41666666667,"othclad",117.848670172067,122.461333182333
"126","Lower","Bottom",8,2020,2019.41666666667,"othcyc",168.7816259472,50.23262677
"127","Lower","Bottom",8,2020,2019.41666666667,"other",10.8575697023533,48.7647388596667
"128","Lower","Bottom",8,2020,2019.41666666667,"pdiapfor",5964.90200292,2242.444362
"129","Lower","Bottom",8,2020,2019.41666666667,"pdiapjuv",3731.5764926,3244.849124
"130","Lower","Bottom",8,2020,2019.41666666667,"sino",12.4353483236033,3.64672971366667
"131","Lower","Bottom",8,2021,2020.41666666667,"acartela",52.008514639848,19.4788444344
"132","Lower","Bottom",8,2021,2020.41666666667,"allcopnaup",19.8370608842,198.370608842
"133","Lower","Bottom",8,2021,2020.41666666667,"daphnia",43.0932670656,10.7733167664
"134","Lower","Bottom",8,2021,2020.41666666667,"eurytem",0,0
"135","Lower","Bottom",8,2021,2020.41666666667,"limno",0.644658590212,4.9589122324
"136","Lower","Bottom",8,2021,2020.41666666667,"othcalad",1121.6551433872,280.6075753504
"137","Lower","Bottom",8,2021,2020.41666666667,"othcaladjuv",2095.4703316719,1396.9802211146
"138","Lower","Bottom",8,2021,2020.41666666667,"othclad",2776.24354040368,2776.5452459164
"139","Lower","Bottom",8,2021,2020.41666666667,"othcyc",48.965987675808,14.5732106178
"140","Lower","Bottom",8,2021,2020.41666666667,"other",1.795961651544,4.4746133166
"141","Lower","Bottom",8,2021,2020.41666666667,"pdiapfor",8657.453584276,3254.6817986
"142","Lower","Bottom",8,2021,2020.41666666667,"pdiapjuv",8241.64399089,7166.6469486
"143","Lower","Bottom",8,2021,2020.41666666667,"sino",3908.35935803346,1146.146439306
"144","Lower","Bottom",8,2022,2021.41666666667,"acartela",10.6404357631125,3.98518193375
"145","Lower","Bottom",8,2022,2021.41666666667,"allcopnaup",0.0759435016,0.759435016
"146","Lower","Bottom",8,2022,2021.41666666667,"daphnia",0.9283691185,0.232092279625
"147","Lower","Bottom",8,2022,2021.41666666667,"eurytem",0,0
"148","Lower","Bottom",8,2022,2021.41666666667,"limno",0,0
"149","Lower","Bottom",8,2022,2021.41666666667,"othcalad",4.15038085725,1.056936237625
"150","Lower","Bottom",8,2022,2021.41666666667,"othcaladjuv",323.022169596188,215.348113064125
"151","Lower","Bottom",8,2022,2021.41666666667,"othclad",716.1243970588,716.35634805125
"152","Lower","Bottom",8,2022,2021.41666666667,"othcyc",35.51883222888,10.5710810205
"153","Lower","Bottom",8,2022,2021.41666666667,"other",0.47351819045,1.73534444775
"154","Lower","Bottom",8,2022,2021.41666666667,"pdiapfor",3894.83007275425,1464.2218318625
"155","Lower","Bottom",8,2022,2021.41666666667,"pdiapjuv",1931.36602381687,1679.4487163625
"156","Lower","Bottom",8,2022,2021.41666666667,"sino",1360.44238322358,398.95671062275
"157","Lower","Bottom",9,2018,2017.33333333333,"acartela",0,0
"158","Lower","Bottom",9,2018,2017.33333333333,"allcopnaup",5.461148146,54.61148146
"159","Lower","Bottom",9,2018,2017.33333333333,"daphnia",31.206560836,7.801640209
"160","Lower","Bottom",9,2018,2017.33333333333,"eurytem",0,0
"161","Lower","Bottom",9,2018,2017.33333333333,"limno",0,0
"162","Lower","Bottom",9,2018,2017.33333333333,"othcalad",0,0
"163","Lower","Bottom",9,2018,2017.33333333333,"othcaladjuv",2.34049206300006,1.56032804200004
"164","Lower","Bottom",9,2018,2017.33333333333,"othclad",105.4781756252,106.102306842
"165","Lower","Bottom",9,2018,2017.33333333333,"othcyc",0,0
"166","Lower","Bottom",9,2018,2017.33333333333,"other",0,0
"167","Lower","Bottom",9,2018,2017.33333333333,"pdiapfor",2104.289603752,791.0863172
"168","Lower","Bottom",9,2018,2017.33333333333,"pdiapjuv",1248.88656455,1085.988317
"169","Lower","Bottom",9,2018,2017.33333333333,"sino",5.32071862322,1.560328042
"170","Lower","Bottom",9,2019,2018.33333333333,"acartela",5.29840750095,1.984422285
"171","Lower","Bottom",9,2019,2018.33333333333,"allcopnaup",5.30933249163333,53.0933249163333
"172","Lower","Bottom",9,2019,2018.33333333333,"daphnia",986.18925564,246.54731391
"173","Lower","Bottom",9,2019,2018.33333333333,"eurytem",2.976633428,0.992211142666667
"174","Lower","Bottom",9,2019,2018.33333333333,"limno",0,0
"175","Lower","Bottom",9,2019,2018.33333333333,"othcalad",1.994738876,0.498684719
"176","Lower","Bottom",9,2019,2018.33333333333,"othcaladjuv",59.3299237424997,39.5532824949998
"177","Lower","Bottom",9,2019,2018.33333333333,"othclad",37.9542777334667,39.545942198
"178","Lower","Bottom",9,2019,2018.33333333333,"othcyc",10.65746825696,3.17186555266667
"179","Lower","Bottom",9,2019,2018.33333333333,"other",2.86235517596,10.222697057
"180","Lower","Bottom",9,2019,2018.33333333333,"pdiapfor",5506.48314990667,2070.10644733333
"181","Lower","Bottom",9,2019,2018.33333333333,"pdiapjuv",3670.28627621667,3191.55328366667
"182","Lower","Bottom",9,2019,2018.33333333333,"sino",35.8316245957267,10.5078077993333
"183","Lower","Bottom",9,2020,2019.33333333333,"acartela",8.071215320955,3.0229270865
"184","Lower","Bottom",9,2020,2019.33333333333,"allcopnaup",13.71322545385,137.1322545385
"185","Lower","Bottom",9,2020,2019.33333333333,"daphnia",410.69154063,102.6728851575
"186","Lower","Bottom",9,2020,2019.33333333333,"eurytem",0,0
"187","Lower","Bottom",9,2020,2019.33333333333,"limno",0,0
"188","Lower","Bottom",9,2020,2019.33333333333,"othcalad",1.29809919,0.43269973
"189","Lower","Bottom",9,2020,2019.33333333333,"othcaladjuv",222.65413358625,148.4360890575
"190","Lower","Bottom",9,2020,2019.33333333333,"othclad",404.55623978985,410.90719928375
"191","Lower","Bottom",9,2020,2019.33333333333,"othcyc",49.1233980804,14.6200589525
"192","Lower","Bottom",9,2020,2019.33333333333,"other",4.93030727623,18.9614112445
"193","Lower","Bottom",9,2020,2019.33333333333,"pdiapfor",4394.1351780795,1651.930518075
"194","Lower","Bottom",9,2020,2019.33333333333,"pdiapjuv",3171.0652851575,2757.44807405
"195","Lower","Bottom",9,2020,2019.33333333333,"sino",692.449089617697,203.06424915475
"196","Lower","Bottom",9,2021,2020.33333333333,"acartela",82.0606734682029,30.7343346322857
"197","Lower","Bottom",9,2021,2020.33333333333,"allcopnaup",49.4910091042429,494.910091042429
"198","Lower","Bottom",9,2021,2020.33333333333,"daphnia",46.3609790628571,11.5902447657143
"199","Lower","Bottom",9,2021,2020.33333333333,"eurytem",5.32260802671429,1.77420267557143
"200","Lower","Bottom",9,2021,2020.33333333333,"limno",0.697180597898571,5.36292767614286
"201","Lower","Bottom",9,2021,2020.33333333333,"othcalad",13.8308671411429,3.45771678528571
"202","Lower","Bottom",9,2021,2020.33333333333,"othcaladjuv",467.261201914929,311.507467943286
"203","Lower","Bottom",9,2021,2020.33333333333,"othclad",538.8845881882,542.445929489
"204","Lower","Bottom",9,2021,2020.33333333333,"othcyc",81.5979354768,24.2850998442857
"205","Lower","Bottom",9,2021,2020.33333333333,"other",2.25477721611429,7.417390694
"206","Lower","Bottom",9,2021,2020.33333333333,"pdiapfor",4653.230005258,1749.33458844286
"207","Lower","Bottom",9,2021,2020.33333333333,"pdiapjuv",4792.39594612143,4167.30082271429
"208","Lower","Bottom",9,2021,2020.33333333333,"sino",1662.54202232368,487.548980153571
"209","Lower","Bottom",9,2022,2021.33333333333,"acartela",117.14799491442,43.875653526
"210","Lower","Bottom",9,2022,2021.33333333333,"allcopnaup",0.4260962402,4.260962402
"211","Lower","Bottom",9,2022,2021.33333333333,"daphnia",65.161542515,16.29038562875
"212","Lower","Bottom",9,2022,2021.33333333333,"eurytem",2.47273672875,0.82424557625
"213","Lower","Bottom",9,2022,2021.33333333333,"limno",0,0
"214","Lower","Bottom",9,2022,2021.33333333333,"othcalad",2.4508547535,0.68140081975
"215","Lower","Bottom",9,2022,2021.33333333333,"othcaladjuv",16.39516479075,10.9301098605
"216","Lower","Bottom",9,2022,2021.33333333333,"othclad",79.374053788,85.5111263725
"217","Lower","Bottom",9,2022,2021.33333333333,"othcyc",61.22272948176,18.221050441
"218","Lower","Bottom",9,2022,2021.33333333333,"other",5.247424772885,20.55830282975
"219","Lower","Bottom",9,2022,2021.33333333333,"pdiapfor",1910.6652150425,718.295193625
"220","Lower","Bottom",9,2022,2021.33333333333,"pdiapjuv",759.49382509375,660.429413125
"221","Lower","Bottom",9,2022,2021.33333333333,"sino",21.4170335159,6.28065499
"222","Lower","Bottom",10,2017,2016.25,"acartela",0,0
"223","Lower","Bottom",10,2017,2016.25,"allcopnaup",553.475678279,5534.75678279
"224","Lower","Bottom",10,2017,2016.25,"daphnia",0,0
"225","Lower","Bottom",10,2017,2016.25,"eurytem",0,0
"226","Lower","Bottom",10,2017,2016.25,"limno",994.08572809,7646.813293
"227","Lower","Bottom",10,2017,2016.25,"othcalad",0,0
"228","Lower","Bottom",10,2017,2016.25,"othcaladjuv",225.397335,150.26489
"229","Lower","Bottom",10,2017,2016.25,"othclad",68.454005454,75.13244501
"230","Lower","Bottom",10,2017,2016.25,"othcyc",420.741692112,125.2207417
"231","Lower","Bottom",10,2017,2016.25,"other",0,0
"232","Lower","Bottom",10,2017,2016.25,"pdiapfor",11635.8452406,4374.37791
"233","Lower","Bottom",10,2017,2016.25,"pdiapjuv",4032.10788205,3506.180767
"234","Lower","Bottom",10,2017,2016.25,"sino",3501.42237962,1026.810082
"235","Lower","Bottom",10,2018,2017.25,"acartela",22.04811144414,8.257719642
"236","Lower","Bottom",10,2018,2017.25,"allcopnaup",12.881540297125,128.81540297125
"237","Lower","Bottom",10,2018,2017.25,"daphnia",56.46361615,14.1159040375
"238","Lower","Bottom",10,2018,2017.25,"eurytem",0,0
"239","Lower","Bottom",10,2018,2017.25,"limno",0.578599499725,4.4507653825
"240","Lower","Bottom",10,2018,2017.25,"othcalad",1.734637223,0.43365930575
"241","Lower","Bottom",10,2018,2017.25,"othcaladjuv",69.566696187375,46.37779745825
"242","Lower","Bottom",10,2018,2017.25,"othclad",19.14107793825,22.17820658525
"243","Lower","Bottom",10,2018,2017.25,"othcyc",39.04315108932,11.61998544325
"244","Lower","Bottom",10,2018,2017.25,"other",11.39656655311,11.70880125325
"245","Lower","Bottom",10,2018,2017.25,"pdiapfor",6073.50040779335,2283.2708299975
"246","Lower","Bottom",10,2018,2017.25,"pdiapjuv",1753.58203965375,1524.853947525
"247","Lower","Bottom",10,2018,2017.25,"sino",1278.90427131385,375.0452408545
"248","Lower","Bottom",10,2019,2018.25,"acartela",0,0
"249","Lower","Bottom",10,2019,2018.25,"allcopnaup",21.4914345597333,214.914345597333
"250","Lower","Bottom",10,2019,2018.25,"daphnia",90.2153564813333,22.5538391203333
"251","Lower","Bottom",10,2019,2018.25,"eurytem",36.47243521,12.1574784033333
"252","Lower","Bottom",10,2019,2018.25,"limno",0,0
"253","Lower","Bottom",10,2019,2018.25,"othcalad",10.99732081,3.52280118383333
"254","Lower","Bottom",10,2019,2018.25,"othcaladjuv",213.8881529015,142.592101934333
"255","Lower","Bottom",10,2019,2018.25,"othclad",114.004138256167,117.9304228455
"256","Lower","Bottom",10,2019,2018.25,"othcyc",193.91924646136,57.7140614468333
"257","Lower","Bottom",10,2019,2018.25,"other",4.64260932291667,10.1423550825
"258","Lower","Bottom",10,2019,2018.25,"pdiapfor",2227.541808184,837.4217324
"259","Lower","Bottom",10,2019,2018.25,"pdiapjuv",2307.15729362083,2006.22373358333
"260","Lower","Bottom",10,2019,2018.25,"sino",201.505173630713,59.0924262846667
"261","Lower","Bottom",10,2020,2019.25,"acartela",25.25985814298,9.46062102733333
"262","Lower","Bottom",10,2020,2019.25,"allcopnaup",16.2905275096667,162.905275096667
"263","Lower","Bottom",10,2020,2019.25,"daphnia",1002.00121532267,250.500303830667
"264","Lower","Bottom",10,2020,2019.25,"eurytem",81.83604041,27.2786801366667
"265","Lower","Bottom",10,2020,2019.25,"limno",0,0
"266","Lower","Bottom",10,2020,2019.25,"othcalad",13.07805944,3.464184226
"267","Lower","Bottom",10,2020,2019.25,"othcaladjuv",299.953355255,199.968903503334
"268","Lower","Bottom",10,2020,2019.25,"othclad",216.819115254667,226.901662605333
"269","Lower","Bottom",10,2020,2019.25,"othcyc",154.2229751776,45.8996949933333
"270","Lower","Bottom",10,2020,2019.25,"other",2.48371594889333,10.650248307
"271","Lower","Bottom",10,2020,2019.25,"pdiapfor",5938.857828008,2232.6533188
"272","Lower","Bottom",10,2020,2019.25,"pdiapjuv",3983.50096851667,3463.91388566667
"273","Lower","Bottom",10,2020,2019.25,"sino",68.43155038599,20.067903339
"274","Lower","Bottom",10,2021,2020.25,"acartela",63.70045373903,23.8578478423333
"275","Lower","Bottom",10,2021,2020.25,"allcopnaup",34.684643363,346.84643363
"276","Lower","Bottom",10,2021,2020.25,"daphnia",73.8832237333333,18.4708059333333
"277","Lower","Bottom",10,2021,2020.25,"eurytem",87.6845196,29.2281732
"278","Lower","Bottom",10,2021,2020.25,"limno",1.47109801210667,11.3161385546667
"279","Lower","Bottom",10,2021,2020.25,"othcalad",37.0851513866667,9.27128784666667
"280","Lower","Bottom",10,2021,2020.25,"othcaladjuv",793.1905897015,528.793726467667
"281","Lower","Bottom",10,2021,2020.25,"othclad",478.1595082516,483.758865479333
"282","Lower","Bottom",10,2021,2020.25,"othcyc",15.57576358016,4.63564392266667
"283","Lower","Bottom",10,2021,2020.25,"other",0.8865986848,7.38832237333333
"284","Lower","Bottom",10,2021,2020.25,"pdiapfor",8954.696556554,3366.4272769
"285","Lower","Bottom",10,2021,2020.25,"pdiapjuv",3898.58254585,3390.071779
"286","Lower","Bottom",10,2021,2020.25,"sino",1746.94262271078,512.299889358
"287","Lower","Bottom",10,2022,2021.25,"acartela",42.8253169531725,16.03944455175
"288","Lower","Bottom",10,2022,2021.25,"allcopnaup",0.58812203205,5.8812203205
"289","Lower","Bottom",10,2022,2021.25,"daphnia",9.033271435,2.25831785875
"290","Lower","Bottom",10,2022,2021.25,"eurytem",48.12520809975,16.04173603325
"291","Lower","Bottom",10,2022,2021.25,"limno",0,0
"292","Lower","Bottom",10,2022,2021.25,"othcalad",3.199610597,0.79990264925
"293","Lower","Bottom",10,2022,2021.25,"othcaladjuv",207.68521977375,138.4568131825
"294","Lower","Bottom",10,2022,2021.25,"othclad",254.6381176292,256.014153358
"295","Lower","Bottom",10,2022,2021.25,"othcyc",21.00599421312,6.251783992
"296","Lower","Bottom",10,2022,2021.25,"other",1.18111373467,3.0885286025
"297","Lower","Bottom",10,2022,2021.25,"pdiapfor",2060.510781245,774.62811325
"298","Lower","Bottom",10,2022,2021.25,"pdiapjuv",1329.41784682125,1156.015518975
"299","Lower","Bottom",10,2022,2021.25,"sino",920.383890347873,269.90729922225
"300","Lower","Bottom",11,2017,2016.16666666667,"acartela",3.40752463218,1.276226454
"301","Lower","Bottom",11,2017,2016.16666666667,"allcopnaup",7.3170316673,73.170316673
"302","Lower","Bottom",11,2017,2016.16666666667,"daphnia",6.806541084,1.701635271
"303","Lower","Bottom",11,2017,2016.16666666667,"eurytem",0,0
"304","Lower","Bottom",11,2017,2016.16666666667,"limno",1.27197236543,9.784402811
"305","Lower","Bottom",11,2017,2016.16666666667,"othcalad",0,0
"306","Lower","Bottom",11,2017,2016.16666666667,"othcaladjuv",1.276226454,0.850817636000002
"307","Lower","Bottom",11,2017,2016.16666666667,"othclad",10.1247298652,12.336855718
"308","Lower","Bottom",11,2017,2016.16666666667,"othcyc",21.44060442048,6.381132268
"309","Lower","Bottom",11,2017,2016.16666666667,"other",5.6834618069,11.060629265
"310","Lower","Bottom",11,2017,2016.16666666667,"pdiapfor",216.1332039986,81.25308421
"311","Lower","Bottom",11,2017,2016.16666666667,"pdiapjuv",52.8357751795,45.94415233
"312","Lower","Bottom",11,2017,2016.16666666667,"sino",8.70386441287,2.552452907
"313","Lower","Bottom",11,2018,2017.16666666667,"acartela",3.56072354508,1.333604324
"314","Lower","Bottom",11,2018,2017.16666666667,"allcopnaup",2.584850684825,25.84850684825
"315","Lower","Bottom",11,2018,2017.16666666667,"daphnia",223.892710724,55.973177681
"316","Lower","Bottom",11,2018,2017.16666666667,"eurytem",2.0340532815,0.6780177605
"317","Lower","Bottom",11,2018,2017.16666666667,"limno",0.1321983289575,1.01691022275
"318","Lower","Bottom",11,2018,2017.16666666667,"othcalad",1.588649447,0.39716236175
"319","Lower","Bottom",11,2018,2017.16666666667,"othcaladjuv",27.773751813375,18.51583454225
"320","Lower","Bottom",11,2018,2017.16666666667,"othclad",29.8990268332,32.9861986815
"321","Lower","Bottom",11,2018,2017.16666666667,"othcyc",25.25532633876,7.51646617225
"322","Lower","Bottom",11,2018,2017.16666666667,"other",0.61386372488,1.8695048455
"323","Lower","Bottom",11,2018,2017.16666666667,"pdiapfor",4717.4097392135,1773.462307975
"324","Lower","Bottom",11,2018,2017.16666666667,"pdiapjuv",294.31725524025,255.928048035
"325","Lower","Bottom",11,2018,2017.16666666667,"sino",1295.47010480993,379.9032565425
